x
MSTRG.33377
MSTRG.67142
MSTRG.75242|LOC111111438
MSTRG.16055
MSTRG.23185
MSTRG.3844
MSTRG.42189
MSTRG.1749
MSTRG.31478
MSTRG.38488
MSTRG.24007
MSTRG.36426
MSTRG.41928|LOC111135849
MSTRG.31829
MSTRG.22508
MSTRG.13276
MSTRG.40773
MSTRG.3244|LOC111135015
MSTRG.8490
MSTRG.8491
MSTRG.68247
MSTRG.10110
MSTRG.37863
MSTRG.66286|LOC111108086
MSTRG.29238|LOC111128833
MSTRG.8753
MSTRG.15916
MSTRG.23955
MSTRG.23953
MSTRG.26419
MSTRG.41897
MSTRG.13736
MSTRG.12466
MSTRG.44115
MSTRG.15895
MSTRG.71660
MSTRG.25847
MSTRG.65608
MSTRG.9673
MSTRG.9674
MSTRG.4171
MSTRG.39722
MSTRG.8067
MSTRG.77819
MSTRG.38437|LOC111134471
MSTRG.38375
MSTRG.38372
MSTRG.24116
MSTRG.11009
MSTRG.27266
MSTRG.33142
MSTRG.5840
MSTRG.66416
MSTRG.33088
MSTRG.17509
MSTRG.11906
MSTRG.36848|LOC111132066
MSTRG.41500
MSTRG.57887
MSTRG.29792
MSTRG.22885
MSTRG.16187
MSTRG.9820
MSTRG.35516
MSTRG.67945
MSTRG.25759
MSTRG.37806|LOC111133472
MSTRG.38555
MSTRG.34136
MSTRG.16768
MSTRG.583
MSTRG.7359
MSTRG.46898
MSTRG.29674|LOC111128318
MSTRG.60274
MSTRG.75100
MSTRG.21308
MSTRG.70769|LOC111114778
MSTRG.13146
MSTRG.14245
MSTRG.14240
MSTRG.25545|LOC111125137
MSTRG.32734
MSTRG.9397
MSTRG.73414
MSTRG.43010
MSTRG.2868
MSTRG.80535
MSTRG.31079
MSTRG.21936
MSTRG.35231
MSTRG.27691
MSTRG.12626
MSTRG.15311|LOC111119987
MSTRG.40440
MSTRG.63727
MSTRG.22874
MSTRG.10876
MSTRG.6828
MSTRG.15847
MSTRG.23287
MSTRG.18506
MSTRG.7254
MSTRG.81409
MSTRG.690
MSTRG.5587
MSTRG.22646
MSTRG.28768
MSTRG.68644
MSTRG.23656|LOC111125846
MSTRG.12703
MSTRG.17065
MSTRG.459
MSTRG.64431
MSTRG.65526
MSTRG.65521
MSTRG.1114
MSTRG.81027
MSTRG.61216
MSTRG.6919
MSTRG.26337
MSTRG.7063
MSTRG.32348
MSTRG.42459
MSTRG.803
MSTRG.33941
MSTRG.11527
MSTRG.27549
MSTRG.50894
MSTRG.65145
MSTRG.65141
MSTRG.52634
MSTRG.9154
MSTRG.56903
MSTRG.54212
MSTRG.23163|LOC111125059
MSTRG.16130
MSTRG.35004
MSTRG.64174
MSTRG.64179
MSTRG.8169
MSTRG.42622
MSTRG.42089
MSTRG.33878
MSTRG.34065
MSTRG.30009
MSTRG.26254
MSTRG.12634
MSTRG.13335
MSTRG.31199
MSTRG.556
MSTRG.54013
MSTRG.54015
MSTRG.24300
MSTRG.76150
MSTRG.15092
MSTRG.31624
MSTRG.7852
MSTRG.12271
MSTRG.20871
MSTRG.22086|LOC111126281
MSTRG.22479
MSTRG.1485|LOC111129301
MSTRG.33037
MSTRG.19794
MSTRG.30370
MSTRG.37686
MSTRG.37688
MSTRG.11235
MSTRG.26703
MSTRG.13139|LOC111120574
MSTRG.18673
MSTRG.19325|LOC111126128
MSTRG.15762
MSTRG.9182
MSTRG.24786
MSTRG.59221
MSTRG.42697
MSTRG.42698
MSTRG.22085
MSTRG.42320
MSTRG.39665
MSTRG.19529
MSTRG.10179|LOC111118510
MSTRG.82937
MSTRG.20594
MSTRG.39666|LOC111136577
MSTRG.28797
MSTRG.22539
MSTRG.23660
MSTRG.28117
MSTRG.32616
MSTRG.25051
MSTRG.15040
MSTRG.25541
MSTRG.26832
MSTRG.31095
MSTRG.11807
MSTRG.22915
MSTRG.14563
MSTRG.36277|LOC111137105
MSTRG.73968|LOC111113214
MSTRG.23962
MSTRG.15565|LOC111117607
MSTRG.7037
MSTRG.53969
MSTRG.153
MSTRG.20141
MSTRG.28914
MSTRG.51229
MSTRG.1418
MSTRG.42034
MSTRG.75365
MSTRG.4160
MSTRG.20673
MSTRG.14101
MSTRG.60082
MSTRG.34663
MSTRG.36293
MSTRG.28489
MSTRG.37505
MSTRG.10640
MSTRG.44841|LOC111133903
MSTRG.46909
MSTRG.7457|LOC111119071
MSTRG.34502
MSTRG.58263
MSTRG.23778|LOC111123867
MSTRG.66582
MSTRG.36121
MSTRG.43520
MSTRG.8963
MSTRG.37909
MSTRG.65542
MSTRG.4253
MSTRG.23779
MSTRG.15369
MSTRG.1377
MSTRG.38167
MSTRG.44936
MSTRG.42571
MSTRG.21007
MSTRG.27405
MSTRG.68593
MSTRG.59904
MSTRG.19886
MSTRG.40449
MSTRG.10565
MSTRG.18158
MSTRG.41055
MSTRG.45411
MSTRG.8626
MSTRG.43817
MSTRG.17
MSTRG.19
MSTRG.30746
MSTRG.9925|LOC111119195
MSTRG.27028
MSTRG.41927
MSTRG.3406
MSTRG.41177
MSTRG.43696|LOC111134659
MSTRG.60034
MSTRG.28292
MSTRG.23381
MSTRG.25764
MSTRG.20920
MSTRG.13523
MSTRG.41264|LOC111132857
MSTRG.29097
MSTRG.23636
MSTRG.70946
MSTRG.66556
MSTRG.19438
MSTRG.15934|LOC111119745
MSTRG.40510
MSTRG.81691
MSTRG.336
MSTRG.41797
MSTRG.38073
MSTRG.8718
MSTRG.8717
MSTRG.3020|LOC111124874
MSTRG.22845
MSTRG.33450
MSTRG.58412
MSTRG.20119
MSTRG.20116
MSTRG.24135
MSTRG.2919
MSTRG.7247
MSTRG.29526
MSTRG.29528
MSTRG.38336
MSTRG.19542
MSTRG.24020
MSTRG.24023
MSTRG.27226
MSTRG.5876|LOC111130039
MSTRG.12719
MSTRG.3642
MSTRG.30479
MSTRG.80633
MSTRG.425
MSTRG.13441|LOC111118248
MSTRG.24168
MSTRG.26421|LOC111130771
MSTRG.16220
MSTRG.1049
MSTRG.76207
MSTRG.27552
MSTRG.20628|LOC111125296
MSTRG.35183
MSTRG.27842
MSTRG.33795
MSTRG.38201
MSTRG.15649|LOC111121192
MSTRG.73410
MSTRG.548
MSTRG.34569
MSTRG.29020
MSTRG.7399
MSTRG.57264
MSTRG.48663
MSTRG.9442
MSTRG.6726
MSTRG.7456
MSTRG.14787
MSTRG.39481
MSTRG.18678
MSTRG.31032
MSTRG.26781|LOC111130951
MSTRG.11204
MSTRG.76701
MSTRG.15450
MSTRG.33497
MSTRG.24538|LOC111126109
MSTRG.56996
MSTRG.50852
MSTRG.5000|LOC111135345
MSTRG.32356
MSTRG.34353
MSTRG.54012|LOC111103434
MSTRG.80954
MSTRG.72964
MSTRG.31453
MSTRG.38250
MSTRG.22540|LOC111126186
MSTRG.25767|LOC111125713
MSTRG.29336
MSTRG.29339
MSTRG.70885
MSTRG.15814
MSTRG.40375|LOC111135845
MSTRG.34720
MSTRG.5568
MSTRG.26186
MSTRG.23695
MSTRG.4349
MSTRG.46804
MSTRG.32249|Trnad-guc
MSTRG.34887
MSTRG.32964
MSTRG.9476|LOC111118126
MSTRG.11332
MSTRG.48927
MSTRG.28320|LOC111129969
MSTRG.42599
MSTRG.1939
MSTRG.58769
MSTRG.52340
MSTRG.42410
MSTRG.797|LOC111135077
MSTRG.51519
MSTRG.23155
MSTRG.7100
MSTRG.22774
MSTRG.50959
MSTRG.31|ND6
MSTRG.59023
MSTRG.74080
MSTRG.13154
MSTRG.29957
MSTRG.34619
MSTRG.31395
MSTRG.27919
MSTRG.10635
MSTRG.12673
MSTRG.28962
MSTRG.12094
MSTRG.8087
MSTRG.8080
MSTRG.41213
MSTRG.9927
MSTRG.21469
MSTRG.41390
MSTRG.39905
MSTRG.8660|LOC111121745
MSTRG.15471
MSTRG.20894
MSTRG.11276
MSTRG.58746
MSTRG.48946
MSTRG.23744
MSTRG.37599
MSTRG.30594
MSTRG.23043
MSTRG.53699
MSTRG.49191
MSTRG.1699
MSTRG.74617
MSTRG.40456
MSTRG.44225
MSTRG.62126
MSTRG.27780
MSTRG.78306
MSTRG.42655
MSTRG.29986
MSTRG.22043
MSTRG.12358
MSTRG.61872
MSTRG.43011|LOC111136212
MSTRG.10180
MSTRG.45721
MSTRG.30200
MSTRG.13162
MSTRG.41454
MSTRG.38183
MSTRG.38062
MSTRG.50763
MSTRG.37389
MSTRG.65743
MSTRG.25196
MSTRG.18480
MSTRG.10816
MSTRG.43690
MSTRG.43697
MSTRG.30117|LOC111130549
MSTRG.32596
MSTRG.5875
MSTRG.1456
MSTRG.2172
MSTRG.7431
MSTRG.36252
MSTRG.26128|LOC111129084
MSTRG.35786
MSTRG.35781
MSTRG.24083
MSTRG.13338
MSTRG.38303
MSTRG.36847
MSTRG.12761
MSTRG.33175
MSTRG.49517
MSTRG.26389
MSTRG.66423
MSTRG.59615|LOC111103885
MSTRG.5857|LOC111102826
MSTRG.76623
MSTRG.436
MSTRG.60282
MSTRG.58816
MSTRG.32095
MSTRG.51163
MSTRG.20798
MSTRG.77030
MSTRG.78782
MSTRG.36633|LOC111134960
MSTRG.6935
MSTRG.11509
MSTRG.8661
MSTRG.76964
MSTRG.9131
MSTRG.42100
MSTRG.10202
MSTRG.42934
MSTRG.30781
MSTRG.75002
MSTRG.5921
MSTRG.41969
MSTRG.56513
MSTRG.5461
MSTRG.36283
MSTRG.60075
MSTRG.60073
MSTRG.13994
MSTRG.50055
MSTRG.35625
MSTRG.34573
MSTRG.8236|LOC111131784
MSTRG.22864|LOC111123594
MSTRG.15896|LOC111119651
MSTRG.46203
MSTRG.13484
MSTRG.9475
MSTRG.9477
MSTRG.11392
MSTRG.27352
MSTRG.13138
MSTRG.22450
MSTRG.30172|LOC111128580
MSTRG.34983
MSTRG.63051
MSTRG.9005
MSTRG.20627
MSTRG.7092
MSTRG.33305
MSTRG.15788
MSTRG.38174
MSTRG.13829|LOC111119256
MSTRG.42572|LOC111137486
MSTRG.34708
MSTRG.26303
MSTRG.77709
MSTRG.1505
MSTRG.43467
MSTRG.22558
MSTRG.20906
MSTRG.9869
MSTRG.40885
MSTRG.15068
MSTRG.29738
MSTRG.461
MSTRG.66840|LOC111108442
MSTRG.36644
MSTRG.17004
MSTRG.81836
MSTRG.6918|LOC111132297
MSTRG.22390
MSTRG.15491
MSTRG.41701
MSTRG.31546
MSTRG.5702
MSTRG.51502
MSTRG.23162
MSTRG.9165
MSTRG.796
MSTRG.5180
MSTRG.34398
MSTRG.11456
MSTRG.22768
MSTRG.23411
MSTRG.5435
MSTRG.5433
MSTRG.35559
MSTRG.31385
MSTRG.29554
MSTRG.63210
MSTRG.8957
MSTRG.33658
MSTRG.49436
MSTRG.59598
MSTRG.30996
MSTRG.30171
MSTRG.10128
MSTRG.56947
MSTRG.31759
MSTRG.37755
MSTRG.20248
MSTRG.20241
MSTRG.12235
MSTRG.55165
MSTRG.19155
MSTRG.45026
MSTRG.61344
MSTRG.34105
MSTRG.19528|LOC111127437
MSTRG.435|LOC111137770
MSTRG.18777
MSTRG.15751
MSTRG.42741
MSTRG.43836
MSTRG.51333
MSTRG.7768
MSTRG.78316
MSTRG.30721
MSTRG.45315
MSTRG.613
MSTRG.4779
MSTRG.43017
MSTRG.29997
MSTRG.24066
MSTRG.31352
MSTRG.15193
MSTRG.66417|LOC111106468
MSTRG.24644
MSTRG.4305
MSTRG.19456
MSTRG.16433
MSTRG.65306
MSTRG.20853
MSTRG.15562
MSTRG.15566
MSTRG.11333|LOC111119351
MSTRG.51189
MSTRG.33656
MSTRG.37848
MSTRG.73967
MSTRG.29631
MSTRG.6961
MSTRG.23098
MSTRG.8092
MSTRG.13524
MSTRG.8733
MSTRG.9040
MSTRG.15933
MSTRG.40451
MSTRG.23934
MSTRG.23815|LOC111125572
MSTRG.74760
MSTRG.7144
MSTRG.76315
MSTRG.37366
MSTRG.35852
MSTRG.32349|LOC111129310
MSTRG.2939
MSTRG.27956
MSTRG.24631
MSTRG.62844
MSTRG.262
MSTRG.7853|LOC111130835
MSTRG.17152
MSTRG.17150
MSTRG.3543
MSTRG.70768
MSTRG.12776
MSTRG.2534
MSTRG.36858
MSTRG.66430
MSTRG.404
MSTRG.65516
MSTRG.17744
MSTRG.4264
MSTRG.8420
MSTRG.59769
MSTRG.44981
MSTRG.8638
MSTRG.45323|LOC111134814
MSTRG.3019
