"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"MSTRG.9735|LOC111119799",19.51254137998,0.00468849035760998,0.17219800029564,0.926723919705528,0.989367354891156
"MSTRG.73496",65.6632129717767,0.0387284690062278,0.179607917942826,0.43589466967007,0.85035527641945
"MSTRG.24540|LOC111126079",13.6924728881673,-0.034736127330545,0.19272874252483,0.377496431912344,0.820273854633181
"MSTRG.2686|LOC111116974",227.48474022502,0.00866655496347456,0.191686156327047,0.788410435976313,0.960680941891585
"MSTRG.43178",355.91441809073,-0.0300698869148635,0.175819087891257,0.553795431040745,0.898645855162386
"MSTRG.19848",56.162552443837,-0.00494512096593386,0.159056929999267,0.936948392150615,0.991106879474806
"MSTRG.19847",87.9749985459447,0.0903530309961139,0.183259061220531,0.154467205986388,0.632927946865656
"MSTRG.61446|LOC111110274",5.11379813845994,0.0166778358368683,0.230896882368194,0.410667526162995,NA
"MSTRG.19843",225.937680182958,-0.0973080396927154,0.166148877816877,0.182631511192594,0.66672664658149
"MSTRG.43172",47.721873531101,0.0114035297386564,0.182599860094504,0.77892883921835,0.958916144943642
"MSTRG.63021|LOC111106249",14.4825514691494,-0.026789705333991,0.240181535690863,0.251010866451763,0.729097756821349
"MSTRG.10522",115.307752193718,0.0189220981535324,0.179089719803455,0.676697981288607,0.934073896015864
"MSTRG.37303",328.63518615515,0.0529566831858996,0.130809334182865,0.486393064865398,0.874001506499944
"MSTRG.37302",161.495193721582,0.0956257377603128,0.148242887248942,0.218794903970865,0.702441394263535
"MSTRG.37307",337.640832657196,-0.0587532978565676,0.119993640004535,0.442979041502934,0.853844278849705
"MSTRG.37308",379.878171717209,-0.0477725698412389,0.158686103954859,0.475373273010211,0.869214924883078
"MSTRG.10528",79.8084309607466,0.0554013098142473,0.191412449160674,0.244066889605764,0.724743792385669
"MSTRG.23480|LOC111125720",7.77000379375985,-0.0118382531297324,0.183296293549033,0.767287467028906,NA
"MSTRG.5151|LOC111133529",32.4036214624616,0.062405308792316,0.138212213948815,0.410513326401963,0.83716859912613
"MSTRG.54609",3589.68741047339,0.0646885210646245,0.228805133797014,0.113472398499364,0.573852713548229
"MSTRG.143|LOC111104259",9.92107371751063,-0.0220490509597118,0.190263858924667,0.546817082940015,NA
"MSTRG.5661",1819.30857220442,-0.0812593107563841,0.130249517067066,0.297960050645809,0.765507584306236
"MSTRG.75285",272.570130537267,-0.0728934554501749,0.161572758269593,0.297158868391069,0.764905971119483
"MSTRG.5664",56.057285524087,-0.0191860194737319,0.174830615657324,0.699311045061104,0.939551837045273
"MSTRG.5666",15.3818079171182,0.012655590477365,0.192450556965151,0.697400595917844,0.939094758832156
"MSTRG.31443|LOC111128777",35.93256479355,0.228328904485039,0.560483480346329,0.00496679112538648,0.167142589189104
"MSTRG.58111",319.601649363382,-0.0727685653920564,0.152853652520889,0.321246792041173,0.78481179582786
"MSTRG.10609|LOC111120558",6.30082214436852,-0.000968884836386755,0.206105796528651,0.966963669671184,NA
"MSTRG.74627",681.319797123605,-0.038749951284765,0.115825864427182,0.608333537588182,0.916329875325314
"MSTRG.74624",32.930763160872,-0.0451083003015912,0.177298366119117,0.397655841581465,0.829886829665405
"MSTRG.74621",186.277782460851,-0.0338778150435405,0.132032978580555,0.650883172897475,0.927813835385053
"MSTRG.3842",20.6692251532597,-0.00444245605209731,0.187277451594155,0.900060598684644,0.984498933766224
"MSTRG.3840",888.289706091875,0.0409635809474447,0.112494836207135,0.586728497304216,0.909065258722182
"MSTRG.3847",2650.85086710541,-0.0537560221024007,0.113896649747002,0.478670367557291,0.870289283023654
"MSTRG.74629",1557.42273201535,0.0934808183144404,0.0907385422918852,0.184951862953334,0.668470793497157
"MSTRG.18714",24.7079462240291,0.021751896531257,0.223094218914742,0.366460251051354,0.813572739766585
"MSTRG.73930",710.334240866186,0.00988040192798175,0.144794334853932,0.888469136043856,0.98182865968599
"MSTRG.18711",15.0300458090175,-0.0151461825293026,0.221022219960059,0.487678538795711,0.874450868061606
"MSTRG.73934",7.51148872672894,-0.0308817642347771,0.205844010035266,0.339690318736879,NA
"MSTRG.73935",29.7040891340615,-0.0671267272559612,0.206656409598748,0.146718268021733,0.62168329012672
"MSTRG.74889|LOC111115979",4.56745209781166,-0.0141813634666965,0.197770106522725,0.633367232796093,NA
"MSTRG.37485|LOC111135126",12.9403792467059,0.0483553902880891,0.195258000384949,0.262489074403379,0.738827963617953
"MSTRG.6310",9.02074418814511,0.0301954604567348,0.208906129991787,0.331908402005574,NA
"MSTRG.83305",9.23396312313862,0.0573075719083821,0.172852457678378,0.338557935065832,NA
"MSTRG.7474|LOC111112131",22.2116872480305,0.107477793252737,0.286048666390589,0.0346820739383225,0.365188307082062
"MSTRG.33375",2018.05983339447,-0.107692569995584,0.107885251927725,0.159171349843806,0.638287365456582
"MSTRG.33377",973.314818841145,0.0218558454558572,0.138455305764788,0.764552215209473,0.955186832522458
"MSTRG.33370",475.440557413543,0.0298591562174061,0.158295823187853,0.644691995017876,0.926757405390781
"MSTRG.44258",33.6000854068955,0.0371393220844349,0.168453521468474,0.525865457733922,0.890192753272873
"MSTRG.33373",637.943426701794,0.0328643980806144,0.121845859762453,0.663906406425063,0.930515226452801
"MSTRG.44254",493.353867892206,-0.0711088739824103,0.108040114046498,0.345936018458553,0.80222737082377
"MSTRG.44257",50.1760078616739,-0.110308542342755,0.167152758705777,0.143464840872318,0.618709800823852
"MSTRG.43975|LOC111134136",3.79271349706358,0.0238092322188788,0.243047222024785,NA,NA
"MSTRG.4423|LOC111131186",16.4562025218208,-0.0360186501649618,0.189292539884098,0.389008393979934,0.825653339186823
"MSTRG.58737|LOC111104535",27.6292353590384,0.0455597619407407,0.207373980321335,0.227470573504837,0.709380538165012
"MSTRG.67148",6364.8869955157,-0.114582396313406,0.222276096434117,0.0539513729652249,0.43775161653228
"MSTRG.67149",90.1110706263122,-0.037952031472263,0.178039283916317,0.454846381273195,0.859523177958471
"MSTRG.67142",714.997893657798,0.00901235012161469,0.092992005831861,0.898593276052367,0.984226913032763
"MSTRG.27014|LOC111130759",37.5924804433473,0.0213135324452869,0.159885047258823,0.734459852376913,0.94808726307147
"MSTRG.67140",43.4771646060885,-0.0715607411276674,0.189030709275481,0.18882198750412,0.672134300486673
"MSTRG.67147",1479.19360473911,0.358063662712213,0.190311647097875,0.00103726023770372,0.0776278433317398
"MSTRG.67144",647.902866607295,-0.123675307623209,0.140374720018079,0.129839824390628,0.600632967490352
"MSTRG.8045|LOC111108434",7.50043551592407,-0.0218750435828276,0.198182932504774,0.493860817356707,NA
"MSTRG.56606",12.6738558193547,-0.00869702201018332,0.166969709485599,0.877085808061656,0.979174339091839
"MSTRG.58938",326.693507142823,-0.0371482745008829,0.123442346102781,0.623836091128769,0.921311409020797
"MSTRG.7738|LOC111113850",103.209137720432,0.00760819449966249,0.142308855619445,0.915067114005497,0.987220864138655
"MSTRG.58930",70.7776535807023,0.0126352781895406,0.179071513244709,0.77592044546915,0.957531802998448
"MSTRG.58933",1087.38406120819,0.164072167640044,0.156275022953544,0.0560808922442352,0.442480803292403
"MSTRG.58932",79.2177749003613,-0.0583633469581718,0.196101535959386,0.209697596104838,0.694904751009511
"MSTRG.15422|LOC111119115",49.8591443447288,-0.0395529991251513,0.152631859787419,0.566290378594036,0.902184985192393
"MSTRG.32422",853.376969957338,0.0454210288716666,0.106820425167524,0.542575684848054,0.896325518175558
"MSTRG.32426",106.778917528888,-0.0148004162993687,0.197499490146083,0.622351118015613,0.920639401037087
"MSTRG.32424",1415.7786783718,-0.0124535481990587,0.134935763839578,0.86554544852233,0.976257643451765
"MSTRG.76419",9.80095339443807,0.0571114983513414,0.207597142018048,0.175978397115584,NA
"MSTRG.76412",25.2811093751293,-0.0159222831372351,0.177477540764416,0.732046120614038,0.947263800453061
"MSTRG.76413",336.424599847652,-0.0235521921128849,0.122649844903713,0.754631299670648,0.952342732896754
"MSTRG.29603|LOC111130414",62.7706190064736,-0.0146418327044817,0.196756924745388,0.630152085195718,0.923003142336697
"MSTRG.76417",1840.04425851796,-0.065526297191008,0.0955942789675975,0.362701191489189,0.812121892017078
"MSTRG.76414",1175.20601499054,-0.0382447641799523,0.126000705003141,0.613326698606033,0.917939234960802
"MSTRG.32156|LOC111128433",5.78535528730686,-0.0246589904416275,0.22245191999911,0.33305265627297,NA
"MSTRG.559",27.754903526624,0.0117870203780372,0.17158839001112,0.82079215314216,0.969134067288622
"MSTRG.206",30.9108775094377,0.0441428245167018,0.176466984559208,0.411231751847692,0.837420766802237
"MSTRG.60490",9.78349182913285,-0.158559939536497,0.24054555633796,0.0240921769233329,NA
"MSTRG.71525|LOC111111450",56.5965240088946,-0.0250023801239217,0.184435356715128,0.550421386019644,0.898645855162386
"MSTRG.60497",267.152718056925,-0.0509349484396614,0.133286669532623,0.5008819184954,0.879039895213826
"MSTRG.60496",10.362239982718,0.044428224985831,0.247923983489032,0.142344693705365,NA
"MSTRG.13480|LOC111118402",9.29117548696006,-0.00301861262362577,0.176541748043614,0.948035513917575,NA
"MSTRG.52499|LOC111099426",12.2830306127396,-0.0278133699917435,0.185072842413645,0.509316025613869,NA
"MSTRG.11019|LOC111119134",23.6937662256793,0.00321379434355223,0.175013133289067,0.946585150951967,0.992171310624259
"MSTRG.19846",483.505468911634,-0.023326688055497,0.112890393813599,0.755931488157196,0.95243859075823
"MSTRG.66203|LOC111108717",13.067390633507,0.0406896707907119,0.18331058404566,0.390941866129726,0.826458163343864
"MSTRG.32674|LOC111131124",53.6130656627394,-0.0454575873466473,0.181410368214769,0.366250572471246,0.813546210427331
"MSTRG.43176",316.333371776389,-0.0611043781280926,0.194563720914225,0.204727824976092,0.691176813133268
"MSTRG.26263|LOC111131412",90.2812391499385,-0.0228273117294046,0.165716358738055,0.696624953278237,0.938710868691509
"MSTRG.43173",21.9151247762759,0.0376349459149279,0.186349301656969,0.395400296444151,0.828555275634019
"MSTRG.43668|LOC111135297",15.4145757508688,0.0527435747595816,0.20428268963875,0.203517374680063,0.689626946558886
"MSTRG.75242|LOC111111438",1123.1550686304,0.0279267126758722,0.122830937250082,0.711339758020742,0.943092037686272
"MSTRG.36427",681.966102591058,0.0828465695845387,0.141034242239206,0.284423777239817,0.756226801662987
"MSTRG.80401|LOC111117415",20.5414928424421,0.0812496970296395,0.202019304546019,0.123555530337877,0.592437178648845
"MSTRG.36423",1912.25411081143,-0.0286724759509279,0.0852405005386306,0.672573273850566,0.932639282491486
"MSTRG.36420",3571.85558800614,-0.0112851346999706,0.108989881234124,0.87955349628248,0.979739062981882
"MSTRG.12331",7.37537997629869,-0.0020492418169256,0.213156103320596,0.921393405247208,NA
"MSTRG.6905",951.86915272626,0.174388340093666,0.160320727674992,0.0451749210685257,0.407843554770621
"MSTRG.35932",95.3805687014258,0.103348726237538,0.164589577345989,0.167169882083472,0.649057253005505
"MSTRG.18211",9.26103437684024,0.018414169288117,0.216907546657563,0.445830756596328,NA
"MSTRG.4047|LOC111099289",5.6722987858566,0.00570369605178983,0.210432399612459,0.797143672055407,NA
"MSTRG.20692",78.9240757457456,-0.0639147282730996,0.171521958007511,0.306119593455014,0.772691770449332
"MSTRG.20691",112.218743025348,-0.0459005403720289,0.188662912141789,0.314604056196812,0.778940349094757
"MSTRG.20697",1230.45232114295,-0.0822674850412685,0.116724530652799,0.287303536467251,0.757873820870967
"MSTRG.20694",1231.63096124019,0.124085121016318,0.103698969316591,0.101290573981382,0.550907024249145
"MSTRG.81924",10.1020210737971,-0.0259942894294699,0.192974745262767,0.472090967386434,NA
"MSTRG.32046|LOC111131183",30.2272793033738,0.0261377922430278,0.182593280665582,0.550116106719787,0.898645855162386
"MSTRG.74408|LOC111114870",6.34064473955283,-0.0820573244560288,0.303000240912219,0.0456571389962544,NA
"MSTRG.28091",124.215443041183,0.195868554244446,0.179222922404035,0.0276643019488639,0.335656006812688
"MSTRG.28093",392.353812372707,0.242317421848896,0.364860855387375,0.00516465957816333,0.169324195498307
"MSTRG.28094",1995.91868168626,0.0782102232489214,0.186527844112572,0.177157875654157,0.660098663664563
"MSTRG.28099",848.703509357143,0.152773536794952,0.270640609817558,0.0205934484181349,0.293964219641651
"MSTRG.37305",9.7343075031166,0.00270252425902292,0.183316480499864,0.944866122932725,NA
"MSTRG.10524",7.90842781948862,0.000232467330121719,0.202781326548286,0.992541729148481,NA
"MSTRG.10525",60.2160486573591,-0.00148261424994493,0.196729986139368,0.95798648367348,0.994112290228978
"MSTRG.17320",19.2128584620899,-0.0128702865625273,0.17243336253308,0.801854877309314,0.964375147850213
"MSTRG.17327",49.3106075480392,0.0584446479003487,0.200449740326566,0.193155053303921,0.677350960433696
"MSTRG.17326",20.0063617239624,0.0229412343305319,0.217649289408731,0.37430585898491,0.818763356854393
"MSTRG.16051",15.9338462451903,0.035711862249649,0.173341241242073,0.510140689767186,0.884044091222522
"MSTRG.16055",890.002688005376,-0.0341003967317559,0.117091319182722,0.651819941236768,0.928029854201388
"MSTRG.16056",67.6035614202691,-0.00400308659230962,0.196346754463081,0.888463274426008,0.98182865968599
"MSTRG.16058",17.7489791040189,-0.0639821336083208,0.286465546421154,0.0684086148003288,0.477208212986735
"MSTRG.16059",14838.5264389635,-0.26335774197005,0.123013821467244,0.0025662206530345,0.125715363564967
"MSTRG.25343",11.3683506916007,0.00198971976815987,0.200648870730033,0.938945339047185,NA
"MSTRG.25345",16.6868469137909,0.0515351799063439,0.252670105357535,0.115854281329453,0.578748493642269
"MSTRG.32149",19.9277166421228,-0.0568402436390914,0.174777928419833,0.330636772478653,0.791815732980255
"MSTRG.14833|LOC111120352",17.0341441520327,0.0444300404719394,0.22087151882999,0.193445174049139,0.677454838405066
"MSTRG.36790|LOC111135067",70.7025813626354,0.0184280612844641,0.164261221844779,0.755880776426375,0.95243859075823
"MSTRG.47798",5.84115790346229,0.0062581180994691,0.206730603991449,0.791733962044207,NA
"MSTRG.10899|LOC111119092",14.4982726764328,-0.00235837114783399,0.210344565179023,0.913822296895199,0.987001040685692
"MSTRG.77805|LOC111113322",66.3659138720839,0.0482284071774134,0.179987573830184,0.355545429965172,0.808573126124906
"MSTRG.8478|LOC111118127",9.27784167331679,0.00865410312731526,0.175048805232343,0.857564328276062,NA
"MSTRG.33580|LOC111130009",24.5146064267151,0.00973779162370329,0.174423227219368,0.84235473374696,0.97245319811907
"MSTRG.23375|LOC111124724",26.1919058735378,-0.0261459404243978,0.191799356448231,0.478627705334528,0.870289283023654
"MSTRG.4913|LOC111136447",63.8067899921314,0.0499301747480839,0.19999284660472,0.232704776771816,0.714614823170503
"MSTRG.33390|LOC111129784",8.53210095194091,-0.0102563282928211,0.173990514758217,0.835713894137781,NA
"MSTRG.11587",5.85398822469356,-0.0841022704447788,0.279225426658115,0.0515512082948626,NA
"MSTRG.63123",241.037572828423,0.00578891135542036,0.173004701156885,0.908176786224755,0.985798752427175
"MSTRG.63124",6.05156550666767,0.0248263803740859,0.222614041114719,0.330510727559205,NA
"MSTRG.11589",10.7340058061873,-0.0629961762379239,0.188176264407432,0.225003311186465,NA
"MSTRG.26698",239.306717174122,-0.026263909279062,0.108575813167822,0.724660950594347,0.945640514343509
"MSTRG.78012|LOC111114920",15.9937186233589,-0.0327449651172191,0.178292514732403,0.505778766220043,0.882065180680102
"MSTRG.26695",27.2522637900655,-0.0304734200979702,0.187370319973441,0.459963300245521,0.86198824933708
"MSTRG.26696",1199.96270468807,-0.0416973130951449,0.165378963026197,0.499124267187898,0.879023720583774
"MSTRG.77416|LOC111112587",76.4283271003377,0.296765946993316,0.289307878877777,0.00313010064023331,0.138152335003131
"MSTRG.7469|LOC111099439",12.3333861938004,-0.0526484018865982,0.237371413997224,0.132047030836932,NA
"MSTRG.46726|LOC111137757",24.1267737001549,0.0338494228028142,0.188355234462815,0.416662324849092,0.839840869605733
"MSTRG.30644|LOC111129254",18.0225321805707,-0.118758226617352,0.313514195705847,0.025662940062133,0.322899215948092
"MSTRG.23185",11442.8113284264,0.0222221975862077,0.150927027396327,0.744707057269504,0.950750903435793
"MSTRG.23183",1797.93013936656,-0.105091964770547,0.120733643723454,0.183234939954355,0.666966729522559
"MSTRG.23180",7.32561530990684,0.130627595406439,0.255416496266798,0.030811555974321,NA
"MSTRG.23181",304.387865408048,0.0890224593309963,0.143559347320181,0.251999593146585,0.730115349846388
"MSTRG.23189",9.18924743507682,-0.247066610705663,0.538723874167775,0.00436619454587146,NA
"MSTRG.47870",6.440940702626,-0.0387547997561513,0.220955754645478,0.22290482955661,NA
"MSTRG.47872",733.102696304827,0.142965740171576,0.185500531932021,0.0640280783625078,0.466584420001022
"MSTRG.47874",83.6736707293111,0.0222495926943864,0.130899511186091,0.76542127854296,0.955409361571625
"MSTRG.47876",128.485785863948,0.0556723354625912,0.165638202691684,0.386243812458323,0.82441948818617
"MSTRG.47878",10.0999168055459,-0.0320554963299434,0.20926060561329,0.313028611826749,NA
"MSTRG.42727|LOC111136488",10.7072692459869,-0.0998588001206578,0.228510861716851,0.0623091711158892,NA
"MSTRG.38305",184.727799129095,-0.202129459545748,0.162096313750271,0.0253880353815097,0.321635909923264
"MSTRG.28563|LOC111131058",17.3049578493376,0.0904899216284161,0.204484708674075,0.101604358161438,0.551677849328742
"MSTRG.45201|LOC111132146",12.6602432771038,0.00751779044601433,0.18991560991936,0.822272785619246,0.969134067288622
"MSTRG.15772",208.713734125681,-0.015141341557765,0.143997704815279,0.830939857286413,0.970832222515927
"MSTRG.15775",87.2350231364243,0.0723110793114355,0.162236638694431,0.298102890154526,0.765744981695148
"MSTRG.15777",92.2538688809794,0.0393326675766563,0.195679078296292,0.320279900057717,0.784180602492811
"MSTRG.15778",2360.40302451319,0.116476545322576,0.142302971101688,0.149795799686883,0.626930353843405
"MSTRG.41879|LOC111133867",16.4800975121248,-6.79588436054211e-05,0.176649645947784,0.998825181150421,0.999951579789168
"MSTRG.30107|LOC111128813",6.56589728937313,-0.00228763232518781,0.190426668823211,0.944011017541944,NA
"MSTRG.33698",263.306200944278,-0.0726557837610427,0.186418949109932,0.195696345965738,0.680157467608067
"MSTRG.41849",619.2144330372,-0.054462761217386,0.148914404926873,0.450949886368943,0.857961119189244
"MSTRG.41848",41.9190305608265,0.0052318683452409,0.181061994590391,0.899799346294051,0.98439887615829
"MSTRG.41845",695.793828611146,-0.0305979040102808,0.159349276322632,0.633434962060257,0.924231371938642
"MSTRG.41843",222.582589160766,-0.041119698106829,0.154469649520452,0.546821937497961,0.897625482335459
"MSTRG.41842",730.809366726797,-0.0795146067375908,0.136831855975112,0.305279768384125,0.772099172847553
"MSTRG.65109|LOC111105683",6.39568079188596,-0.00756290203392456,0.197252449739378,0.790618182208205,NA
"MSTRG.50834",145.188267003854,-0.0212426851333972,0.179718541072411,0.638536092713086,0.925209249376268
"MSTRG.50830",10.0560370013262,-0.0143994146845378,0.181405757029904,0.733416187056502,NA
"MSTRG.50833",26.6382715696182,-0.0630692209606897,0.170375420292787,0.316494012962208,0.780041437789818
"MSTRG.59361|LOC111103903",8.91613955661886,-0.037337739592774,0.233543644775908,0.198914934417001,NA
"MSTRG.61196",2232.00991952475,0.0110984546299936,0.173338675094666,0.82503650314458,0.969446123805828
"MSTRG.61195",117.33504551599,-0.0589881284639285,0.151448944513705,0.411962151685295,0.837631147772448
"MSTRG.3849",440.040219382221,-0.232912460392976,0.202381385844677,0.0122968582828886,0.242137907048082
"MSTRG.61192",1524.26740067727,0.206039899376712,0.158989196885182,0.0231515868231617,0.307771388191315
"MSTRG.61191",15.3734819430236,0.0684609532443734,0.170429918418547,0.286718857889674,0.757511568603507
"MSTRG.63977",2513.24101999877,0.00410241209920661,0.164419033209213,0.943907604217016,0.991765090426394
"MSTRG.63975",64.9328611374464,-0.0908872140681289,0.202355518578542,0.104814123847685,0.558018967208331
"MSTRG.63974",172.818657945116,-0.0119613553564355,0.150064063807803,0.860680502931702,0.975554459809934
"MSTRG.63973",417.793215512317,0.0498984995186055,0.154372861624515,0.472357491204697,0.868166654981187
"MSTRG.63972",181.792056132957,-0.136179247157804,0.178670164180807,0.0790731224475992,0.506091693746328
"MSTRG.10893",1224.01225210968,-0.0610875045356451,0.0967429789095623,0.398182641619847,0.830282422201684
"MSTRG.10890",330.394490695609,-0.0303173930673003,0.131723620231102,0.685037526798969,0.936935222757466
"MSTRG.10891",256.829068507103,-0.236703101652488,0.145927366539191,0.00997923337967976,0.221717049133807
"MSTRG.10895",504.284572476404,0.140904475587988,0.172073199774022,0.0791367910691539,0.506390733944224
"MSTRG.28700|LOC111128348",12.8306106733764,-0.0135141009150796,0.21115825927551,0.573519135610891,0.904788002623155
