"","GeneID","log2FoldChange","pvalue","padj","diffexpressed"
"1","LOC111123850",0.0473031242645332,0.200033873836114,0.823380771498933,"NO"
"2","LOC111119799",-0.0116412847256683,0.735115262875355,0.976253770633146,"NO"
"3","MSTRG.73495",0.0120331936567941,0.695380392472402,0.973388771627567,"NO"
"4","MSTRG.73496",-0.0171478768270801,0.520761935641122,0.948873427065522,"NO"
"5","LOC111126079",0.00674407786180369,0.774395812899314,0.980419007107166,"NO"
"6","LOC111115470",0.0299641984313004,0.605594092976469,0.962423943242484,"NO"
"7","LOC111116974",0.0139023832503144,0.569204931386674,0.959094221679909,"NO"
"8","LOC111135972",-0.00333335234202256,0.921454636369468,0.994786150722947,"NO"
"9","MSTRG.43178",-0.00768058748496474,0.785481190017215,0.981201336014456,"NO"
"10","MSTRG.19848",-0.0166381250395887,0.597140865509628,0.962116199708573,"NO"
"11","MSTRG.19847",0.0536089952143305,0.21525964945641,0.834401017193581,"NO"
"12","LOC111110274",25.7876767972896,4.62953609899514e-08,2.94934916032007e-05,"UP"
"13","MSTRG.19843",0.0231937107839527,0.593146791182243,0.961874143534005,"NO"
"14","MSTRG.43172",0.00509636569421345,0.843733177352445,0.98876690510579,"NO"
"15","LOC111106249",0.136721231089153,0.0613550127652831,0.596975473203913,"NO"
"16","MSTRG.10522",-0.0151133076903459,0.587972817858324,0.960992981137598,"NO"
"17","MSTRG.37300",0.0168307108584855,0.654029005778586,0.970356164369297,"NO"
"18","MSTRG.37303",-0.0372921370595991,0.438725561690507,0.931031056724175,"NO"
"19","MSTRG.37302",-0.0537938476128303,0.200186668362097,0.823380771498933,"NO"
"20","LOC111136067",-0.0230663608848552,0.419416110302288,0.92602795547559,"NO"
"21","MSTRG.37307",-0.00707732747348824,0.905281877387759,0.99419025458531,"NO"
"22","MSTRG.37308",-0.0448496505111873,0.298746469171981,0.882117385800383,"NO"
"23","MSTRG.10528",0.0160918121816026,0.516671708878407,0.94802645251982,"NO"
"24","LOC111125720",0.0159653893193536,0.540798704626043,0.953670605453102,"NO"
"25","LOC111120529",-0.0127957152742683,0.600088035776243,0.962116199708573,"NO"
"26","LOC111133529",-0.0178668591391256,0.593449957800014,0.961874143534005,"NO"
"27","MSTRG.54609",-0.00814989773580621,0.733001207404666,0.976253770633146,"NO"
"28","LOC111104259",-0.145927596379588,0.0348684819416101,0.48952660177921,"NO"
"29","MSTRG.5661",-0.059503287263389,0.272804914135216,0.869644197494546,"NO"
"30","LOC111100821",-0.0010319694787387,0.984462144782401,0.999770305721935,"NO"
"31","MSTRG.75285",0.0618712736437715,0.159379995493371,0.787693805187681,"NO"
"32","MSTRG.5664",0.0282543385638279,0.315780942689796,0.889627072056155,"NO"
"33","MSTRG.5666",0.0125721523300623,0.617361131044418,0.964307502865498,"NO"
"34","MSTRG.5669",0.0206110380999883,0.600561946154456,0.962116199708573,"NO"
"35","LOC111128777",0.014502125185241,0.558815988430009,0.957266938601031,"NO"
"36","LOC111128796",0,1,1,"NO"
"37","MSTRG.58111",-0.0420524005211769,0.371295108824117,0.910954892972222,"NO"
"38","LOC111120558",-0.0441077671067276,0.275541499485177,0.871031636463443,"NO"
"39","LOC111117203",0.120873348254144,0.191595696436465,0.817205006876681,"NO"
"40","MSTRG.74627",0.0249960567409218,0.691301609908188,0.973388771627567,"NO"
"41","MSTRG.3848",-0.10972314868932,0.0588822302799497,0.58797879930259,"NO"
"42","MSTRG.74624",-0.0220037372885193,0.490985159457682,0.943241756925843,"NO"
"43","MSTRG.74621",0.0778882646958506,0.145534941081688,0.770582016043679,"NO"
"44","MSTRG.3842",0.0371068309472578,0.27915259462331,0.87290075374907,"NO"
"45","MSTRG.3840",-0.0264993392506572,0.696322118987908,0.973388771627567,"NO"
"46","MSTRG.3846",0.0965656956696033,0.0612642854687862,0.5965877758256,"NO"
"47","MSTRG.3847",0.00251928517892604,0.969508470720275,0.998677247561995,"NO"
"48","MSTRG.74629",-0.0083321056572548,0.892594685393545,0.992718415326274,"NO"
"49","MSTRG.73938",-0.0158328120313285,0.642482838451666,0.969148906939152,"NO"
"50","MSTRG.18714",-0.00456168202058501,0.879456334677534,0.99201519657405,"NO"
"51","MSTRG.73930",0.0178333410727584,0.655555204875091,0.971004534334303,"NO"
