"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.61194|LOC111108586",1.30523530743849,0.00772133432401226,7.22502120119682,0.00106869365625297,0.999147305993759,NA
"MSTRG.22578|LOC111123850",6.04854087935879,4.1708970922936,4.1616057135707,1.00223264272552,0.316231245656045,0.882518075547186
"MSTRG.9735|LOC111119799",35.4774411618856,0.698646906828346,1.13319468234783,0.616528578638265,0.537545716062213,0.954531801873542
"MSTRG.66819|LOC111108596",1.14418206481288,-4.35503036591362,13.0527743539476,-0.333647870392896,0.738645290790761,NA
"MSTRG.39169|LOC111134853",1.55539684530693,-1.85206307864827,3.09579082667841,-0.598252008077503,0.549671793844342,NA
"MSTRG.58116",2.65754312228327,4.87371511874804,3.13233299067289,1.55593774137694,0.119722897681018,NA
"MSTRG.58115",4.97541568282785,-7.45679323316829,4.02479951005669,-1.85271172254323,NA,NA
"MSTRG.58114",1.98851491464763,8.60966001144413,11.1016971560732,0.775526470449086,0.438028630229604,NA
"MSTRG.73495",2.22315424669335,-2.53857766390946,6.41942846035977,-0.3954522866927,0.692509127681943,NA
"MSTRG.58119",4.82718836817262,1.95862254893439,2.49675482000562,0.784467314628026,0.432765953513398,0.928618363669461
"MSTRG.58118",0.683092396984201,0,13.0627369977327,0,1,NA
"MSTRG.53045",2.87330425972295,1.4460612449487,3.01198105858963,0.480103034122606,0.631154130879965,NA
"MSTRG.25086|LOC111125093",2.91979622622098,0.758621122053778,2.10143756762932,0.361001027934223,0.718098678635738,NA
"MSTRG.73496",85.9668731161091,-1.93924729878634,1.84748446363958,-1.0496690699991,0.293870288980364,0.867733023267043
"MSTRG.24540|LOC111126079",13.7891894904959,2.3875273709868,3.01653065171762,0.791481223513288,0.428663228841343,0.926798023513096
"MSTRG.72200|LOC111115470",1.41101928990411,-0.612261535921781,13.0558907493573,-0.0468954242706053,0.962596574986855,NA
"MSTRG.2686|LOC111116974",246.980342871492,0.73554243519952,2.75457706141153,0.267025542869585,0.78944949454595,0.989710976495742
"MSTRG.47090|LOC111135972",2.57187184277142,5.29730610639231,7.44434906319355,0.711587549351134,0.476720219205506,NA
"MSTRG.43178",343.266598341259,-1.94109488177749,1.57135426837844,-1.23530060715118,0.216718647865552,0.809981226709493
"MSTRG.19848",64.9771097037597,-0.311621057943439,1.32660587340949,-0.234901008799657,0.814285566566683,0.99138840155381
"MSTRG.43175",2.21810593120166,-8.37177940514673,3.672765299761,-2.27942128665056,0.0226420341374259,NA
"MSTRG.19847",101.498684965398,1.38002650026674,0.879205518940207,1.56962902363286,0.116501442231309,0.683846776678
"MSTRG.9946|LOC111119859",0.695908488651991,-1.52300313081561,13.053095421986,-0.116677545178314,0.907115585069426,NA
"MSTRG.61446|LOC111110274",11.9760599746464,1.4115262146129,10.7806041615538,0.130932013963256,0.895829089195343,0.99636198380631
"MSTRG.19843",240.83657662009,0.348431327089824,0.849117612780259,0.410345188753014,0.681552747658086,0.975930056962811
"MSTRG.19840",1.67168443778342,-4.73985911670863,8.24999552951051,-0.574528689107042,0.565610092408368,NA
"MSTRG.43172",32.976794494076,0.169483756989525,1.82895185152067,0.0926671507774296,0.92616799456678,0.998888423791206
"MSTRG.63021|LOC111106249",14.4860028842576,10.4304731731979,4.94968488304072,2.10730044834495,0.0350915445280651,0.436294259195119
