GeneID,neglogpvalue
LOC111108586,-0.261321549511005
LOC111123850,0.663184566148247
LOC111119799,0.366791909342958
LOC111134853,-0.269696036316133
LOC111125093,-0.663477437464472
LOC111126079,-1.15331136705001
LOC111115470,0.873563189788105
LOC111116974,-0.0888879018077623
LOC111135972,-2.12893967928638
LOC111119859,0.356876443101075
LOC111110274,1.27116391049937
LOC111106249,-0.0739435195137987
LOC111136067,0.535669398466362
LOC111125720,0.841490211006188
LOC111120529,-0.606283577276964
LOC111123598,0.172956165578752
LOC111133529,-1.42674342414498
LOC111104259,-5.6154754792686
LOC111100821,0.0279226602017308
LOC111106363,-0.0847907761426702
LOC111128777,1.12543896527768
LOC111128796,-2.08283791519199
LOC111117055,0.456907932874961
LOC111120558,-0.237640792278155
LOC111117203,-0.646970238860619
LOC111121607,-0.246329406273283
LOC111138336,-0.611013568814034
LOC111107783,1.17925454506856
LOC111115979,0.935637042135466
LOC111135126,-2.64151023112744
LOC111119224,0.0706357433491937
LOC111112131,0.7518847061179
LOC111134136,0.147795880435947
LOC111134272,0.504549219478735
LOC111131186,-0.896970724238216
LOC111104535,0.207295670471692
LOC111112953,-0.577233329078817
LOC111138446,0.335146611059627
LOC111130759,-0.0697078289341043
LOC111108434,0.840570468352963
LOC111113850,-0.140675946363612
LOC111130361,0.913203281339429
LOC111104582,0.532054474471751
LOC111119115,-0.373751272347466
LOC111130938,0.44978870295051
LOC111137819,0.328665485609405
LOC111120010,-0.245253357114143
LOC111111661,-0.778257573220534
LOC111111115,0.455774915633277
LOC111131224,3.01132640127399
LOC111130414,-0.262362855936815
LOC111135595,0.553274587134739
LOC111102922,0.356893845044043
LOC111128433,0.123595164887828
LOC111128592,-1.82343542123514
LOC111129036,0.137772860267114
LOC111111450,-0.628248836349246
LOC111124462,0.116149928966865
LOC111118402,-0.5314068353547
LOC111100766,0.0442469242589838
LOC111099426,-2.79876323800975
LOC111119134,0.635638567632375
LOC111127026,2.61877312068051
LOC111134641,0.220073517882234
LOC111132999,0.446757407710585
LOC111108717,0.021293968932153
LOC111131124,2.62650058628833
LOC111131412,-1.82660115434945
LOC111135297,-0.299300511094024
LOC111108249,-0.828316752242256
LOC111102157,2.95587572947256
LOC111111438,-0.754583784692256
LOC111117415,1.59925410034643
LOC111110281,0.0316026064684358
LOC111110520,-0.0778292918069413
LOC111134913,3.13810536884047
LOC111107547,0.741529237800091
LOC111137346,-0.201431320584186
LOC111099289,1.77137185207124
LOC111121375,-0.114434444380813
LOC111137215,-0.269490106795032
LOC111121772,2.63331799474063
LOC111131183,1.60960133059603
LOC111114870,-1.4095658485729
LOC111124551,0.947978356957831
LOC111102862,-0.0343459925284024
LOC111099925,0.20535398429607
LOC111108136,0.93639284863299
LOC111112811,0.184902533826199
LOC111124393,0.0563958406645426
LOC111105705,0.515615599122733
LOC111120352,-1.2650512984122
LOC111106351,0.644277209366819
LOC111102879,-0.30116577659582
LOC111133755,-0.537000145305473
LOC111119092,-0.00747120829780193
LOC111113322,0.016012751741612
LOC111116479,-0.026737469234212
LOC111118127,-0.422045711142223
LOC111130009,0.207381837512609
LOC111124724,-0.311934821818511
LOC111136447,0.0490701137059248
LOC111129784,0.165540754421207
LOC111131461,0.272388920015418
LOC111121187,0.0818189968320189
LOC111114920,-0.941583889117392
LOC111112587,-0.0796712497018041
LOC111099439,1.12538106537695
LOC111137757,-0.29038362935387
LOC111129254,-3.36994815790006
LOC111136488,0.858580383404208
LOC111115807,2.82661030350366
LOC111114635,-0.252588035876353
LOC111133827,0.514724169462796
LOC111131058,0.0491663653317658
LOC111137991,0.241091422842577
LOC111132146,1.12544918508385
LOC111110119,0.287857441483531
LOC111136680,0.108590499103691
LOC111125181,0.642309191414294
LOC111133867,-1.20364909288822
LOC111128813,0.393181934885789
LOC111119587,-0.605476330082603
LOC111135334,0.00744864952471382
LOC111104241,0.871608725628663
LOC111131728,-0.567148792078205
LOC111103859,-0.161014522562508
LOC111132946,0.250108246276654
LOC111105683,-0.557279104304329
LOC111100540,-0.113545044386463
LOC111125683,1.28459956449906
LOC111129355,-0.300124211829942
LOC111131531,-0.995272718215077
LOC111103903,-0.387545604981403
LOC111114133,0.00741236370355134
LOC111123098,-0.625303568633461
LOC111128348,2.03583772900712
LOC111122151,-0.500979561745399
LOC111133008,0.0557142929698698
LOC111122296,-1.07274104898134
LOC111119034,-0.700653306634614
LOC111122422,-1.34142980697729
LOC111113249,-4.52763511715309
LOC111102515,0.145366385725864
LOC111102134,1.81250738832268
LOC111122567,0.108269943804175
LOC111100840,-0.801110546363676
LOC111135229,0.418515902999106
LOC111117202,0.815638618519627
LOC111133577,0.755777487814569
LOC111112783,0.697509251052274
LOC111118087,-0.326974968323751
LOC111126486,-8.57988737723226
LOC111129284,-1.01378145309075
LOC111131359,-1.03631413498748
LOC111112900,-0.76850992426492
LOC111127619,0.879004577614052
LOC111115429,-1.79313587836242
LOC111101161,-0.438961580929015
LOC111134328,0.252417758146388
LOC111117560,0.0637907439666689
LOC111100029,0.579881795896902
LOC111103564,0.681313685827209
LOC111124413,-0.0674237430588344
LOC111115142,0.534202582310284
LOC111117447,0.768631775286365
LOC111112956,0.917419182065925
LOC111115956,0.0173909449709585
LOC111134710,-2.15267953065348
LOC111138404,-0.932616198453337
LOC111126556,0.0749820473018134
LOC111110624,0.613766089483568
LOC111126600,0.466800781975814
LOC111129881,0.989724213728787
LOC111114224,-0.468023517063971
LOC111099230,0.138485046596057
LOC111138220,-0.163892399545209
LOC111128019,-0.167439089591646
LOC111106458,0.00481010018810732
LOC111132100,1.2403001969041
LOC111111808,-0.170096954412819
LOC111106813,-0.451504264756483
LOC111125955,0.984264145987998
