GeneID	Annotation_GO_ID
MSTRG.12498	unknown
MSTRG.125	unknown
MSTRG.1250	unknown
MSTRG.12502	unknown
MSTRG.12503	unknown
MSTRG.12505	unknown
MSTRG.12506	unknown
MSTRG.12507	unknown
MSTRG.12509	unknown
MSTRG.1251	unknown
MSTRG.12510	unknown
MSTRG.12512	unknown
MSTRG.12515	unknown
MSTRG.12516	unknown
MSTRG.12517	unknown
MSTRG.12518	unknown
MSTRG.12520	unknown
MSTRG.12522	unknown
MSTRG.12523	unknown
MSTRG.12524	unknown
MSTRG.12525	unknown
MSTRG.12527	unknown
MSTRG.1253	unknown
MSTRG.12530	unknown
MSTRG.12532	unknown
MSTRG.12533	unknown
MSTRG.12535	unknown
MSTRG.12539	unknown
MSTRG.12540	unknown
MSTRG.12542	unknown
MSTRG.12543	unknown
MSTRG.12546	unknown
MSTRG.12547	unknown
MSTRG.12548	unknown
MSTRG.12549	unknown
MSTRG.12550	unknown
MSTRG.12551	unknown
MSTRG.12552	unknown
MSTRG.12558	unknown
MSTRG.12560	unknown
MSTRG.12562	unknown
MSTRG.12564	unknown
MSTRG.12565	unknown
MSTRG.12566	unknown
MSTRG.12567	unknown
MSTRG.12569	unknown
MSTRG.12570	unknown
MSTRG.12572	unknown
MSTRG.12573	unknown
MSTRG.12574	unknown
MSTRG.12577	unknown
MSTRG.12579	unknown
MSTRG.1258	unknown
MSTRG.12580	unknown
MSTRG.12581	unknown
MSTRG.12582	unknown
MSTRG.12583	unknown
MSTRG.12584	unknown
MSTRG.12585	unknown
MSTRG.12587	unknown
MSTRG.12588	unknown
MSTRG.12589	unknown
MSTRG.12590	unknown
MSTRG.12592	unknown
MSTRG.12593	unknown
MSTRG.12596	unknown
MSTRG.12597	unknown
MSTRG.12598	unknown
MSTRG.12599	unknown
MSTRG.126	unknown
MSTRG.12600	unknown
MSTRG.12601	unknown
MSTRG.12603	unknown
MSTRG.12606	unknown
MSTRG.12608	unknown
MSTRG.1261	unknown
MSTRG.12610	unknown
MSTRG.12612	unknown
MSTRG.12614	unknown
MSTRG.12615	unknown
MSTRG.12617	unknown
MSTRG.12619	unknown
MSTRG.1262	unknown
MSTRG.12620	unknown
MSTRG.12622	unknown
MSTRG.12625	unknown
MSTRG.12626	unknown
MSTRG.12627	unknown
MSTRG.12628	unknown
MSTRG.12629	unknown
MSTRG.12631	unknown
MSTRG.12632	unknown
MSTRG.12633	unknown
MSTRG.12634	unknown
MSTRG.12636	unknown
MSTRG.12637	unknown
MSTRG.12638	unknown
MSTRG.12639	unknown
MSTRG.1264	unknown
MSTRG.12640	unknown
MSTRG.12641	unknown
MSTRG.12644	unknown
MSTRG.12647	unknown
MSTRG.1265	unknown
MSTRG.12650	unknown
MSTRG.12652	unknown
MSTRG.12653	unknown
MSTRG.12655	unknown
MSTRG.12656	unknown
MSTRG.12659	unknown
MSTRG.1266	unknown
MSTRG.12661	unknown
MSTRG.12662	unknown
MSTRG.12663	unknown
MSTRG.12664	unknown
MSTRG.12666	unknown
MSTRG.12667	unknown
MSTRG.12669	unknown
MSTRG.1267	unknown
MSTRG.12671	unknown
MSTRG.12672	unknown
MSTRG.12673	unknown
MSTRG.12674	unknown
MSTRG.12675	unknown
MSTRG.12676	unknown
MSTRG.12679	unknown
MSTRG.12680	unknown
MSTRG.12681	unknown
MSTRG.12682	unknown
MSTRG.12684	unknown
MSTRG.12686	unknown
MSTRG.12687	unknown
MSTRG.12689	unknown
MSTRG.12690	unknown
MSTRG.12692	unknown
MSTRG.12693	unknown
MSTRG.12694	unknown
MSTRG.12695	unknown
MSTRG.12696	unknown
MSTRG.1270	unknown
MSTRG.12701	unknown
MSTRG.12703	unknown
MSTRG.12704	unknown
MSTRG.12706	unknown
MSTRG.12707	unknown
MSTRG.12709	unknown
MSTRG.1271	unknown
MSTRG.12711	unknown
MSTRG.12713	unknown
MSTRG.12715	unknown
MSTRG.12716	unknown
MSTRG.12719	unknown
MSTRG.1272	unknown
MSTRG.12721	unknown
MSTRG.12723	unknown
MSTRG.12724	unknown
MSTRG.12727	unknown
MSTRG.12728	unknown
MSTRG.12729	unknown
MSTRG.12731	unknown
MSTRG.12732	unknown
MSTRG.12733	unknown
MSTRG.12737	unknown
MSTRG.12739	unknown
MSTRG.1274	unknown
MSTRG.12742	unknown
MSTRG.12744	unknown
MSTRG.12746	unknown
MSTRG.12748	unknown
MSTRG.1275	unknown
MSTRG.12750	unknown
MSTRG.12751	unknown
MSTRG.12752	unknown
MSTRG.12754	unknown
MSTRG.12756	unknown
MSTRG.12757	unknown
MSTRG.12758	unknown
MSTRG.12759	unknown
MSTRG.1276	unknown
MSTRG.12761	unknown
MSTRG.12762	unknown
MSTRG.12766	unknown
MSTRG.12767	unknown
MSTRG.12768	unknown
MSTRG.1277	unknown
MSTRG.12770	unknown
MSTRG.12772	unknown
MSTRG.12773	unknown
MSTRG.12774	unknown
MSTRG.12776	unknown
MSTRG.12778	unknown
MSTRG.12779	unknown
MSTRG.1278	unknown
MSTRG.12780	unknown
MSTRG.12781	unknown
MSTRG.12783	unknown
MSTRG.12784	unknown
MSTRG.12786	unknown
MSTRG.12787	unknown
MSTRG.12789	unknown
MSTRG.1279	unknown
MSTRG.12792	unknown
MSTRG.12795	unknown
MSTRG.12796	unknown
MSTRG.12798	unknown
MSTRG.12799	unknown
MSTRG.128	unknown
MSTRG.12800	unknown
MSTRG.12802	unknown
MSTRG.12803	unknown
MSTRG.12805	unknown
MSTRG.12809	unknown
MSTRG.1281	unknown
MSTRG.12811	unknown
MSTRG.12813	unknown
MSTRG.12814	unknown
MSTRG.12817	unknown
MSTRG.12820	unknown
MSTRG.12822	unknown
MSTRG.12824	unknown
MSTRG.12825	unknown
MSTRG.12827	unknown
MSTRG.12828	unknown
MSTRG.12830	unknown
MSTRG.12833	unknown
MSTRG.12834	unknown
MSTRG.12836	unknown
MSTRG.12838	unknown
MSTRG.1284	unknown
MSTRG.12841	unknown
MSTRG.12843	unknown
MSTRG.12845	unknown
MSTRG.12846	unknown
MSTRG.12848	unknown
MSTRG.12850	unknown
MSTRG.12853	unknown
MSTRG.12854	unknown
MSTRG.12857	unknown
MSTRG.12858	unknown
MSTRG.1286	unknown
MSTRG.12860	unknown
MSTRG.12861	unknown
MSTRG.12862	unknown
MSTRG.12863	unknown
MSTRG.12864	unknown
MSTRG.12865	unknown
MSTRG.12866	unknown
MSTRG.12867	unknown
MSTRG.12868	unknown
MSTRG.1287	unknown
MSTRG.12870	unknown
MSTRG.12871	unknown
MSTRG.12872	unknown
MSTRG.12874	unknown
MSTRG.12879	unknown
MSTRG.12881	unknown
MSTRG.12883	unknown
MSTRG.12885	unknown
MSTRG.12887	unknown
MSTRG.12888	unknown
MSTRG.12889	unknown
MSTRG.1289	unknown
MSTRG.12891	unknown
MSTRG.12893	unknown
MSTRG.12895	unknown
MSTRG.12897	unknown
MSTRG.12899	unknown
MSTRG.129	unknown
MSTRG.1290	unknown
MSTRG.12900	unknown
MSTRG.12901	unknown
MSTRG.12902	unknown
MSTRG.12903	unknown
MSTRG.12904	unknown
MSTRG.12905	unknown
MSTRG.12906	unknown
MSTRG.12908	unknown
MSTRG.12911	unknown
MSTRG.12912	unknown
MSTRG.12914	unknown
MSTRG.12916	unknown
MSTRG.12917	unknown
MSTRG.12919	unknown
MSTRG.12921	unknown
MSTRG.12922	unknown
MSTRG.12923	unknown
MSTRG.12925	unknown
MSTRG.12926	unknown
MSTRG.12927	unknown
MSTRG.12929	unknown
MSTRG.1293	unknown
MSTRG.12933	unknown
MSTRG.12935	unknown
MSTRG.12936	unknown
MSTRG.12938	unknown
MSTRG.12939	unknown
MSTRG.1294	unknown
MSTRG.12940	unknown
MSTRG.12942	unknown
MSTRG.12943	unknown
MSTRG.12944	unknown
MSTRG.12945	unknown
MSTRG.12946	unknown
MSTRG.12948	unknown
MSTRG.12949	unknown
MSTRG.12952	unknown
MSTRG.12953	unknown
MSTRG.12956	unknown
MSTRG.12958	unknown
MSTRG.12959	unknown
MSTRG.1296	unknown
MSTRG.12960	unknown
MSTRG.12962	unknown
MSTRG.12963	unknown
MSTRG.12967	unknown
MSTRG.12969	unknown
MSTRG.12970	unknown
MSTRG.12972	unknown
MSTRG.12974	unknown
MSTRG.12976	unknown
MSTRG.12977	unknown
MSTRG.12979	unknown
MSTRG.1298	unknown
MSTRG.12981	unknown
MSTRG.12982	unknown
MSTRG.12983	unknown
MSTRG.12984	unknown
MSTRG.12988	unknown
MSTRG.1299	unknown
MSTRG.12990	unknown
MSTRG.12993	unknown
MSTRG.12996	unknown
MSTRG.12997	unknown
MSTRG.12998	unknown
MSTRG.12999	unknown
MSTRG.130	unknown
MSTRG.13000	unknown
MSTRG.13002	unknown
MSTRG.13003	unknown
MSTRG.13005	unknown
MSTRG.13006	unknown
MSTRG.13008	unknown
MSTRG.13009	unknown
MSTRG.13011	unknown
MSTRG.13012	unknown
MSTRG.13013	unknown
MSTRG.13014	unknown
MSTRG.13016	unknown
MSTRG.13019	unknown
MSTRG.1302	unknown
MSTRG.13020	unknown
MSTRG.13021	unknown
MSTRG.13023	unknown
MSTRG.13024	unknown
MSTRG.13025	unknown
MSTRG.13026	unknown
MSTRG.13027	unknown
MSTRG.13030	unknown
MSTRG.13032	unknown
MSTRG.13033	unknown
MSTRG.13034	unknown
MSTRG.13036	unknown
MSTRG.13037	unknown
MSTRG.13038	unknown
MSTRG.13039	unknown
MSTRG.13043	unknown
MSTRG.13045	unknown
MSTRG.13046	unknown
MSTRG.13047	unknown
MSTRG.13048	unknown
MSTRG.1305	unknown
MSTRG.13050	unknown
MSTRG.13051	unknown
MSTRG.13055	unknown
MSTRG.13056	unknown
MSTRG.13058	unknown
MSTRG.13059	unknown
MSTRG.1306	unknown
MSTRG.13060	unknown
MSTRG.13061	unknown
MSTRG.13062	unknown
MSTRG.13063	unknown
MSTRG.13067	unknown
MSTRG.13068	unknown
MSTRG.13069	unknown
MSTRG.13071	unknown
MSTRG.13073	unknown
MSTRG.13074	unknown
MSTRG.13076	unknown
MSTRG.13078	unknown
MSTRG.13080	unknown
MSTRG.13083	unknown
MSTRG.13084	unknown
MSTRG.13085	unknown
MSTRG.13088	unknown
MSTRG.13089	unknown
MSTRG.13090	unknown
MSTRG.13092	unknown
MSTRG.13094	unknown
MSTRG.13099	unknown
MSTRG.1310	unknown
MSTRG.13100	unknown
MSTRG.13101	unknown
MSTRG.13103	unknown
MSTRG.13104	unknown
MSTRG.13105	unknown
MSTRG.13106	unknown
MSTRG.13107	unknown
MSTRG.13108	unknown
MSTRG.13111	unknown
MSTRG.13112	unknown
MSTRG.13114	unknown
MSTRG.13116	unknown
MSTRG.1312	unknown
MSTRG.13120	unknown
MSTRG.13123	unknown
MSTRG.13125	unknown
MSTRG.13127	unknown
MSTRG.13128	unknown
MSTRG.13131	unknown
MSTRG.13133	unknown
MSTRG.13134	unknown
MSTRG.13136	unknown
MSTRG.13138	unknown
MSTRG.1314	unknown
MSTRG.13140	unknown
MSTRG.13141	unknown
MSTRG.13143	unknown
MSTRG.13145	unknown
MSTRG.13146	unknown
MSTRG.13150	unknown
MSTRG.13151	unknown
MSTRG.13153	unknown
MSTRG.13154	unknown
MSTRG.13155	unknown
MSTRG.13156	unknown
MSTRG.13158	unknown
MSTRG.1316	unknown
MSTRG.13162	unknown
MSTRG.13169	unknown
MSTRG.13170	unknown
MSTRG.13171	unknown
MSTRG.13172	unknown
MSTRG.13173	unknown
MSTRG.13176	unknown
MSTRG.13179	unknown
MSTRG.1318	unknown
MSTRG.13180	unknown
MSTRG.13181	unknown
MSTRG.13183	unknown
MSTRG.13185	unknown
MSTRG.13186	unknown
MSTRG.13188	unknown
MSTRG.13189	unknown
MSTRG.13190	unknown
MSTRG.13191	unknown
MSTRG.13193	unknown
MSTRG.13195	unknown
MSTRG.13196	unknown
MSTRG.13198	unknown
MSTRG.13199	unknown
MSTRG.132	unknown
MSTRG.1320	unknown
MSTRG.13202	unknown
MSTRG.13204	unknown
MSTRG.13206	unknown
MSTRG.13208	unknown
MSTRG.13211	unknown
MSTRG.13214	unknown
MSTRG.13216	unknown
MSTRG.13217	unknown
MSTRG.13219	unknown
MSTRG.1322	unknown
MSTRG.13221	unknown
MSTRG.13222	unknown
MSTRG.13223	unknown
MSTRG.13225	unknown
MSTRG.13226	unknown
MSTRG.13228	unknown
MSTRG.13229	unknown
MSTRG.13230	unknown
MSTRG.13232	unknown
MSTRG.13233	unknown
MSTRG.13235	unknown
MSTRG.13237	unknown
MSTRG.13238	unknown
MSTRG.1324	unknown
MSTRG.13240	unknown
MSTRG.13245	unknown
MSTRG.13246	unknown
MSTRG.13248	unknown
MSTRG.13249	unknown
MSTRG.13251	unknown
MSTRG.13253	unknown
MSTRG.13255	unknown
MSTRG.13256	unknown
MSTRG.1326	unknown
MSTRG.13261	unknown
MSTRG.13262	unknown
MSTRG.13263	unknown
MSTRG.13264	unknown
MSTRG.13266	unknown
MSTRG.13267	unknown
MSTRG.13269	unknown
MSTRG.13270	unknown
MSTRG.13271	unknown
MSTRG.13272	unknown
MSTRG.13273	unknown
MSTRG.13274	unknown
MSTRG.13276	unknown
MSTRG.13277	unknown
MSTRG.13278	unknown
MSTRG.1328	unknown
MSTRG.13280	unknown
MSTRG.13282	unknown
MSTRG.13286	unknown
MSTRG.13287	unknown
MSTRG.13288	unknown
MSTRG.13289	unknown
MSTRG.1329	unknown
MSTRG.13292	unknown
MSTRG.13293	unknown
MSTRG.13295	unknown
MSTRG.13297	unknown
MSTRG.13298	unknown
MSTRG.13299	unknown
MSTRG.133	unknown
MSTRG.13301	unknown
MSTRG.13302	unknown
MSTRG.13303	unknown
MSTRG.13304	unknown
MSTRG.13305	unknown
MSTRG.13307	unknown
MSTRG.13308	unknown
MSTRG.13309	unknown
MSTRG.1331	unknown
MSTRG.13310	unknown
MSTRG.13311	unknown
MSTRG.13313	unknown
MSTRG.13315	unknown
MSTRG.13316	unknown
MSTRG.13318	unknown
MSTRG.1332	unknown
MSTRG.13320	unknown
MSTRG.13321	unknown
MSTRG.13322	unknown
MSTRG.13323	unknown
MSTRG.13326	unknown
MSTRG.13327	unknown
MSTRG.13328	unknown
MSTRG.13329	unknown
MSTRG.1333	unknown
MSTRG.13330	unknown
MSTRG.13333	unknown
MSTRG.13335	unknown
MSTRG.13337	unknown
MSTRG.13338	unknown
MSTRG.13339	unknown
MSTRG.13342	unknown
MSTRG.13345	unknown
MSTRG.13347	unknown
MSTRG.13349	unknown
MSTRG.1335	unknown
MSTRG.13351	unknown
MSTRG.13353	unknown
MSTRG.13354	unknown
MSTRG.13355	unknown
MSTRG.13356	unknown
MSTRG.13357	unknown
MSTRG.13358	unknown
MSTRG.13359	unknown
MSTRG.1336	unknown
MSTRG.13360	unknown
MSTRG.13362	unknown
MSTRG.13364	unknown
MSTRG.13365	unknown
MSTRG.13367	unknown
MSTRG.13368	unknown
MSTRG.13369	unknown
MSTRG.1337	unknown
MSTRG.13370	unknown
MSTRG.13372	unknown
MSTRG.13373	unknown
MSTRG.13374	unknown
MSTRG.13375	unknown
MSTRG.13376	unknown
MSTRG.13377	unknown
MSTRG.1338	unknown
MSTRG.13380	unknown
MSTRG.13381	unknown
MSTRG.13383	unknown
MSTRG.13385	unknown
MSTRG.13386	unknown
MSTRG.13387	unknown
MSTRG.13388	unknown
MSTRG.13390	unknown
MSTRG.13393	unknown
MSTRG.13394	unknown
MSTRG.13397	unknown
MSTRG.13398	unknown
MSTRG.134	unknown
MSTRG.1340	unknown
MSTRG.13400	unknown
MSTRG.13402	unknown
MSTRG.13405	unknown
MSTRG.13406	unknown
MSTRG.13408	unknown
MSTRG.13409	unknown
MSTRG.1341	unknown
MSTRG.13410	unknown
MSTRG.13413	unknown
MSTRG.13415	unknown
MSTRG.13417	unknown
MSTRG.1342	unknown
MSTRG.13420	unknown
MSTRG.13423	unknown
MSTRG.13424	unknown
MSTRG.13425	unknown
MSTRG.13427	unknown
MSTRG.13428	unknown
MSTRG.1343	unknown
MSTRG.13430	unknown
MSTRG.13432	unknown
MSTRG.13435	unknown
MSTRG.13436	unknown
MSTRG.13439	unknown
MSTRG.13440	unknown
MSTRG.13443	unknown
MSTRG.13444	unknown
MSTRG.13446	unknown
MSTRG.13447	unknown
MSTRG.13448	unknown
MSTRG.13449	unknown
MSTRG.1345	unknown
MSTRG.13451	unknown
MSTRG.13453	unknown
MSTRG.13456	unknown
MSTRG.13458	unknown
MSTRG.13459	unknown
MSTRG.13461	unknown
MSTRG.13463	unknown
MSTRG.13467	unknown
MSTRG.1347	unknown
MSTRG.13470	unknown
MSTRG.13471	unknown
MSTRG.13473	unknown
MSTRG.13474	unknown
MSTRG.13476	unknown
MSTRG.13478	unknown
MSTRG.13479	unknown
MSTRG.1348	unknown
MSTRG.13481	unknown
MSTRG.13484	unknown
MSTRG.13486	unknown
MSTRG.13488	unknown
MSTRG.13489	unknown
MSTRG.13490	unknown
MSTRG.13492	unknown
MSTRG.13494	unknown
MSTRG.13496	unknown
MSTRG.13497	unknown
MSTRG.13499	unknown
MSTRG.1350	unknown
MSTRG.13504	unknown
MSTRG.13505	unknown
MSTRG.13507	unknown
MSTRG.13509	unknown
MSTRG.13513	unknown
MSTRG.13514	unknown
MSTRG.13517	unknown
MSTRG.13518	unknown
MSTRG.1352	unknown
MSTRG.13521	unknown
MSTRG.13522	unknown
MSTRG.13523	unknown
MSTRG.13524	unknown
MSTRG.13526	unknown
MSTRG.13527	unknown
MSTRG.13528	unknown
MSTRG.1353	unknown
MSTRG.13530	unknown
MSTRG.13531	unknown
MSTRG.13532	unknown
MSTRG.13534	unknown
MSTRG.13535	unknown
MSTRG.13537	unknown
MSTRG.13538	unknown
MSTRG.13540	unknown
MSTRG.13542	unknown
MSTRG.13543	unknown
MSTRG.13546	unknown
MSTRG.13548	unknown
MSTRG.1355	unknown
MSTRG.13550	unknown
MSTRG.13551	unknown
MSTRG.13553	unknown
MSTRG.13554	unknown
MSTRG.13555	unknown
MSTRG.13559	unknown
MSTRG.13560	unknown
MSTRG.13561	unknown
MSTRG.13562	unknown
MSTRG.13565	unknown
MSTRG.13568	unknown
MSTRG.13569	unknown
MSTRG.13570	unknown
MSTRG.13571	unknown
MSTRG.13574	unknown
MSTRG.13575	unknown
MSTRG.13576	unknown
MSTRG.13579	unknown
MSTRG.13580	unknown
MSTRG.13583	unknown
MSTRG.13585	unknown
MSTRG.13586	unknown
MSTRG.13587	unknown
MSTRG.13588	unknown
MSTRG.13589	unknown
MSTRG.13592	unknown
MSTRG.13594	unknown
MSTRG.13595	unknown
MSTRG.13596	unknown
MSTRG.13597	unknown
MSTRG.1360	unknown
MSTRG.13600	unknown
MSTRG.13602	unknown
MSTRG.13603	unknown
MSTRG.13605	unknown
MSTRG.13606	unknown
MSTRG.13609	unknown
MSTRG.13610	unknown
MSTRG.13611	unknown
MSTRG.13616	unknown
MSTRG.13619	unknown
MSTRG.1362	unknown
MSTRG.13622	unknown
MSTRG.13624	unknown
MSTRG.13631	unknown
MSTRG.13632	unknown
MSTRG.13633	unknown
MSTRG.13634	unknown
MSTRG.13636	unknown
MSTRG.1364	unknown
MSTRG.13640	unknown
MSTRG.13641	unknown
MSTRG.13642	unknown
MSTRG.13645	unknown
MSTRG.13647	unknown
MSTRG.13649	unknown
MSTRG.1365	unknown
MSTRG.13650	unknown
MSTRG.13655	unknown
MSTRG.13659	unknown
MSTRG.13661	unknown
MSTRG.13662	unknown
MSTRG.13664	unknown
MSTRG.13666	unknown
MSTRG.13667	unknown
MSTRG.13668	unknown
MSTRG.13670	unknown
MSTRG.13673	unknown
MSTRG.13675	unknown
MSTRG.13676	unknown
MSTRG.13677	unknown
MSTRG.13679	unknown
MSTRG.1368	unknown
MSTRG.13681	unknown
MSTRG.13684	unknown
MSTRG.13685	unknown
MSTRG.13687	unknown
MSTRG.13689	unknown
MSTRG.1369	unknown
MSTRG.13690	unknown
MSTRG.13693	unknown
MSTRG.13694	unknown
MSTRG.13695	unknown
MSTRG.13696	unknown
MSTRG.13697	unknown
MSTRG.13698	unknown
MSTRG.137	unknown
MSTRG.1370	unknown
MSTRG.13700	unknown
MSTRG.13703	unknown
MSTRG.13705	unknown
MSTRG.13706	unknown
MSTRG.13707	unknown
MSTRG.13715	unknown
MSTRG.13717	unknown
MSTRG.13718	unknown
MSTRG.1372	unknown
MSTRG.13721	unknown
MSTRG.13723	unknown
MSTRG.13725	unknown
MSTRG.13726	unknown
MSTRG.13728	unknown
MSTRG.13730	unknown
MSTRG.13731	unknown
MSTRG.13733	unknown
MSTRG.13734	unknown
MSTRG.13736	unknown
MSTRG.13737	unknown
MSTRG.13738	unknown
MSTRG.1374	unknown
MSTRG.13743	unknown
MSTRG.13744	unknown
MSTRG.13745	unknown
MSTRG.13746	unknown
MSTRG.13751	unknown
MSTRG.13753	unknown
MSTRG.13754	unknown
MSTRG.13757	unknown
MSTRG.13758	unknown
MSTRG.13759	unknown
MSTRG.1376	unknown
MSTRG.13760	unknown
MSTRG.13762	unknown
MSTRG.13763	unknown
MSTRG.13765	unknown
MSTRG.13767	unknown
MSTRG.13768	unknown
MSTRG.1377	unknown
MSTRG.13770	unknown
MSTRG.13772	unknown
MSTRG.13774	unknown
MSTRG.13776	unknown
MSTRG.13778	unknown
MSTRG.13780	unknown
MSTRG.13781	unknown
MSTRG.13783	unknown
MSTRG.13784	unknown
MSTRG.13787	unknown
MSTRG.13789	unknown
MSTRG.1379	unknown
MSTRG.13790	unknown
MSTRG.13791	unknown
MSTRG.13792	unknown
MSTRG.13794	unknown
MSTRG.13796	unknown
MSTRG.13797	unknown
MSTRG.138	unknown
MSTRG.1380	unknown
MSTRG.13800	unknown
MSTRG.13802	unknown
MSTRG.13803	unknown
MSTRG.13804	unknown
MSTRG.13806	unknown
MSTRG.13807	unknown
MSTRG.13808	unknown
MSTRG.1381	unknown
MSTRG.13810	unknown
MSTRG.13812	unknown
MSTRG.13813	unknown
MSTRG.13815	unknown
MSTRG.13816	unknown
MSTRG.13819	unknown
MSTRG.13821	unknown
MSTRG.13822	unknown
MSTRG.13826	unknown
MSTRG.13828	unknown
MSTRG.13830	unknown
MSTRG.13832	unknown
MSTRG.13834	unknown
MSTRG.13837	unknown
MSTRG.13839	unknown
MSTRG.1384	unknown
MSTRG.13840	unknown
MSTRG.13841	unknown
MSTRG.13842	unknown
MSTRG.13846	unknown
MSTRG.13848	unknown
MSTRG.13849	unknown
MSTRG.13850	unknown
MSTRG.13851	unknown
MSTRG.13853	unknown
MSTRG.13854	unknown
MSTRG.13856	unknown
MSTRG.13857	unknown
MSTRG.13858	unknown
MSTRG.13859	unknown
MSTRG.1386	unknown
MSTRG.13861	unknown
MSTRG.13863	unknown
MSTRG.13864	unknown
MSTRG.13865	unknown
MSTRG.13866	unknown
MSTRG.1387	unknown
MSTRG.13871	unknown
MSTRG.13872	unknown
MSTRG.13874	unknown
MSTRG.13876	unknown
MSTRG.13877	unknown
MSTRG.13878	unknown
MSTRG.13880	unknown
MSTRG.13882	unknown
MSTRG.13883	unknown
MSTRG.13885	unknown
MSTRG.13887	unknown
MSTRG.1389	unknown
MSTRG.13890	unknown
MSTRG.13891	unknown
MSTRG.13894	unknown
MSTRG.13895	unknown
MSTRG.13898	unknown
MSTRG.13899	unknown
MSTRG.139	unknown
MSTRG.13901	unknown
MSTRG.13902	unknown
MSTRG.13904	unknown
MSTRG.13906	unknown
MSTRG.13907	unknown
MSTRG.13909	unknown
MSTRG.1391	unknown
MSTRG.13914	unknown
MSTRG.13916	unknown
MSTRG.13917	unknown
MSTRG.1392	unknown
MSTRG.13922	unknown
MSTRG.13924	unknown
MSTRG.13925	unknown
MSTRG.13927	unknown
MSTRG.13929	unknown
MSTRG.13932	unknown
MSTRG.13933	unknown
MSTRG.13934	unknown
MSTRG.13935	unknown
MSTRG.13937	unknown
MSTRG.13938	unknown
MSTRG.13939	unknown
MSTRG.1394	unknown
MSTRG.13940	unknown
MSTRG.13947	unknown
MSTRG.13948	unknown
MSTRG.1395	unknown
MSTRG.13953	unknown
MSTRG.13955	unknown
MSTRG.13959	unknown
MSTRG.13960	unknown
MSTRG.13962	unknown
MSTRG.13965	unknown
MSTRG.13966	unknown
MSTRG.13967	unknown
MSTRG.13968	unknown
MSTRG.13970	unknown
MSTRG.13971	unknown
MSTRG.13973	unknown
MSTRG.13975	unknown
MSTRG.13976	unknown
MSTRG.13978	unknown
MSTRG.13980	unknown
MSTRG.13982	unknown
MSTRG.13985	unknown
MSTRG.13986	unknown
MSTRG.13987	unknown
MSTRG.13989	unknown
MSTRG.1399	unknown
MSTRG.13990	unknown
MSTRG.13991	unknown
MSTRG.13993	unknown
MSTRG.13994	unknown
MSTRG.13995	unknown
MSTRG.13997	unknown
MSTRG.13999	unknown
MSTRG.1400	unknown
MSTRG.14001	unknown
MSTRG.14002	unknown
MSTRG.14003	unknown
MSTRG.14004	unknown
MSTRG.14006	unknown
MSTRG.14008	unknown
MSTRG.14009	unknown
MSTRG.14010	unknown
MSTRG.14012	unknown
MSTRG.14013	unknown
MSTRG.14014	unknown
MSTRG.14016	unknown
MSTRG.14018	unknown
MSTRG.1402	unknown
MSTRG.14020	unknown
MSTRG.14022	unknown
MSTRG.14023	unknown
MSTRG.14026	unknown
MSTRG.14027	unknown
MSTRG.14030	unknown
MSTRG.14032	unknown
MSTRG.14033	unknown
MSTRG.14035	unknown
MSTRG.14036	unknown
MSTRG.14038	unknown
MSTRG.14039	unknown
MSTRG.1404	unknown
MSTRG.14041	unknown
MSTRG.14045	unknown
MSTRG.14046	unknown
MSTRG.14047	unknown
MSTRG.14049	unknown
MSTRG.1405	unknown
MSTRG.14051	unknown
MSTRG.14052	unknown
MSTRG.14053	unknown
MSTRG.14054	unknown
MSTRG.14056	unknown
MSTRG.14057	unknown
MSTRG.14058	unknown
MSTRG.14059	unknown
MSTRG.14060	unknown
MSTRG.14061	unknown
MSTRG.14062	unknown
MSTRG.14065	unknown
MSTRG.14067	unknown
MSTRG.14068	unknown
MSTRG.1407	unknown
MSTRG.14070	unknown
MSTRG.14071	unknown
MSTRG.14074	unknown
MSTRG.14076	unknown
MSTRG.14077	unknown
MSTRG.14078	unknown
MSTRG.14079	unknown
MSTRG.14080	unknown
MSTRG.14082	unknown
MSTRG.14083	unknown
MSTRG.14086	unknown
MSTRG.14087	unknown
MSTRG.14089	unknown
MSTRG.1409	unknown
MSTRG.14091	unknown
MSTRG.14093	unknown
MSTRG.14094	unknown
MSTRG.14096	unknown
MSTRG.14098	unknown
MSTRG.14099	unknown
MSTRG.141	unknown
MSTRG.14101	unknown
MSTRG.14104	unknown
MSTRG.14105	unknown
MSTRG.14106	unknown
MSTRG.14107	unknown
MSTRG.14109	unknown
MSTRG.1411	unknown
MSTRG.14110	unknown
MSTRG.14112	unknown
MSTRG.14114	unknown
MSTRG.14116	unknown
MSTRG.14117	unknown
MSTRG.1412	unknown
MSTRG.14120	unknown
MSTRG.14122	unknown
MSTRG.14123	unknown
MSTRG.14125	unknown
MSTRG.14127	unknown
MSTRG.14128	unknown
MSTRG.14130	unknown
MSTRG.14131	unknown
MSTRG.14133	unknown
MSTRG.14136	unknown
MSTRG.14138	unknown
MSTRG.14140	unknown
MSTRG.14143	unknown
MSTRG.14146	unknown
MSTRG.14148	unknown
MSTRG.14149	unknown
MSTRG.14152	unknown
MSTRG.14153	unknown
MSTRG.14154	unknown
MSTRG.14156	unknown
MSTRG.14157	unknown
MSTRG.14159	unknown
MSTRG.1416	unknown
MSTRG.14160	unknown
MSTRG.14161	unknown
MSTRG.14162	unknown
MSTRG.14164	unknown
MSTRG.14166	unknown
MSTRG.14167	unknown
MSTRG.14168	unknown
MSTRG.1417	unknown
