GeneID	Annotation_GO_ID
LOC111124938	GO:0005856;GO:0008150;GO:0032991;GO:0043167
LOC111124938	GO:0005856;GO:0008150;GO:0032991;GO:0043167
LOC111124938	GO:0005856;GO:0008150;GO:0032991;GO:0043167
LOC111124938	GO:0005856;GO:0008150;GO:0032991;GO:0043167
LOC111124938	GO:0005856;GO:0008150;GO:0032991;GO:0043167
LOC111124939	GO:0005815
LOC111124939	GO:0005815
LOC111124939	GO:0005815
LOC111124939	GO:0005815
LOC111124939	GO:0005815
LOC111124939	GO:0005815
LOC111124939	GO:0005815
LOC111124939	GO:0005815
LOC111124939	GO:0005815
LOC111124940	GO:0003674
LOC111124941	GO:0016757;GO:0043167
LOC111124942	GO:0030234
LOC111124942	GO:0030234
LOC111124942	GO:0030234
LOC111124942	GO:0030234
LOC111124942	GO:0030234
LOC111124942	GO:0030234
LOC111124943	GO:0003674
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0042592;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0042592;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0042592;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0042592;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0042592;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124944	GO:0009058;GO:0016301;GO:0034641;GO:0044281
LOC111124948	GO:0043167
LOC111124948	GO:0043167
LOC111124951	unknown
LOC111124955	GO:0009056;GO:0019899
LOC111124955	GO:0005622;GO:0009056;GO:0019899;GO:0032991
LOC111124957	GO:0008168;GO:0034641
LOC111124958	GO:0003924;GO:0005856;GO:0008150;GO:0043167
LOC111124961	GO:0003674
LOC111124963	unknown
LOC111124963	unknown
LOC111124967	unknown
LOC111124975	unknown
LOC111124975	unknown
LOC111124976	unknown
LOC111124977	GO:0016853
LOC111124978	GO:0043167
LOC111124985	unknown
LOC111124985	unknown
LOC111124985	unknown
LOC111124985	unknown
LOC111124985	unknown
LOC111124985	unknown
LOC111124985	unknown
LOC111124985	unknown
LOC111124986	GO:0043167
LOC111124988	GO:0003677;GO:0006259;GO:0009058;GO:0043167
LOC111124989	GO:0005575;GO:0022857
LOC111124990	GO:0003674
LOC111124991	GO:0003674
LOC111124992	GO:0005856;GO:0008092;GO:0032991;GO:0043167
LOC111124993	unknown
LOC111124997	GO:0005829;GO:0006810;GO:0032991
LOC111124997	GO:0005829;GO:0006810;GO:0032991
LOC111125000	GO:0043167
LOC111125000	GO:0043167
LOC111125001	GO:0003674
LOC111125001	GO:0003674
LOC111125001	GO:0003674
LOC111125003	unknown
LOC111125004	unknown
LOC111125004	unknown
LOC111125004	unknown
LOC111125004	unknown
LOC111125004	unknown
LOC111125004	unknown
LOC111125005	GO:0003674;GO:0006629;GO:0009058;GO:0044281
LOC111125009	GO:0003674
LOC111125010	GO:0043167
LOC111125010	GO:0043167
LOC111125011	GO:0003674
LOC111125011	unknown
LOC111125012	GO:0003674
LOC111125013	GO:0005739;GO:0007005;GO:0009056
LOC111125013	GO:0005739;GO:0007005;GO:0009056
LOC111125013	GO:0005739;GO:0007005;GO:0009056
LOC111125014	GO:0005575;GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0043167
LOC111125014	GO:0005575;GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0043167
LOC111125014	GO:0005575;GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0043167
LOC111125016	GO:0003674
LOC111125017	GO:0003700;GO:0005622;GO:0007165;GO:0009058;GO:0032991;GO:0034641
LOC111125018	unknown
LOC111125018	unknown
LOC111125018	unknown
LOC111125018	unknown
LOC111125018	unknown
LOC111125018	unknown
LOC111125018	unknown
LOC111125018	unknown
LOC111125018	unknown
LOC111125018	unknown
LOC111125019	unknown
LOC111125019	unknown
LOC111125022	GO:0043167
LOC111125025	GO:0004672;GO:0005089;GO:0005524;GO:0006468;GO:0035023;GO:0043087
LOC111125026	GO:0003674;GO:0007165
LOC111125026	GO:0003674;GO:0007165
LOC111125026	GO:0003674;GO:0007165
LOC111125027	GO:0005575;GO:0022857
LOC111125027	GO:0005575;GO:0022857
LOC111125027	GO:0005575;GO:0022857
LOC111125027	GO:0005575;GO:0022857
LOC111125027	GO:0005575;GO:0022857
LOC111125028	GO:0003674
LOC111125030	GO:0005575;GO:0022857
LOC111125030	GO:0005575;GO:0022857
LOC111125030	GO:0005575;GO:0022857
LOC111125030	GO:0005575;GO:0022857
LOC111125030	GO:0005575;GO:0022857
LOC111125030	GO:0005575;GO:0022857
LOC111125033	GO:0003674
LOC111125035	GO:0003674
LOC111125036	GO:0003723
LOC111125036	GO:0003723
LOC111125038	unknown
LOC111125041	GO:0003674
LOC111125042	GO:0003674;GO:0007010;GO:0007049
LOC111125043	GO:0005886;GO:0007155;GO:0043167
LOC111125043	GO:0005886;GO:0007155;GO:0043167
LOC111125043	GO:0005886;GO:0007155;GO:0043167
LOC111125043	GO:0005886;GO:0007155;GO:0043167
LOC111125043	GO:0005886;GO:0007155;GO:0043167
LOC111125043	GO:0005886;GO:0007155;GO:0043167
LOC111125043	GO:0005886;GO:0007155;GO:0043167
LOC111125043	GO:0005886;GO:0007155;GO:0043167
LOC111125044	GO:0043167
LOC111125046	GO:0005575;GO:0007165;GO:0022857
LOC111125046	GO:0005575;GO:0007165;GO:0022857
LOC111125047	unknown
LOC111125047	unknown
LOC111125047	unknown
LOC111125047	unknown
LOC111125048	GO:0007165;GO:0019899
LOC111125049	GO:0003674
LOC111125049	GO:0003674
LOC111125049	GO:0003674
LOC111125049	GO:0003674
LOC111125051	GO:0006464;GO:0006629;GO:0009058;GO:0016491;GO:0044281
LOC111125055	unknown
LOC111125055	unknown
LOC111125055	unknown
LOC111125055	unknown
LOC111125055	unknown
LOC111125055	unknown
LOC111125056	unknown
LOC111125057	GO:0005575;GO:0043167
LOC111125059	GO:0003924;GO:0005198;GO:0005856;GO:0008150;GO:0043167
LOC111125060	unknown
LOC111125060	unknown
LOC111125060	unknown
LOC111125061	GO:0006520;GO:0006950;GO:0016491;GO:0034641;GO:0043167
LOC111125061	GO:0006520;GO:0006950;GO:0016491;GO:0034641;GO:0043167
LOC111125061	GO:0006520;GO:0006950;GO:0016491;GO:0034641;GO:0043167
LOC111125061	GO:0006520;GO:0006950;GO:0016491;GO:0034641;GO:0043167
LOC111125062	unknown
LOC111125063	GO:0005886;GO:0007155;GO:0043167
LOC111125063	GO:0005886;GO:0007155;GO:0043167
LOC111125068	unknown
LOC111125070	GO:0005622;GO:0008233
LOC111125074	GO:0016301;GO:0034641;GO:0043167;GO:0044281
LOC111125074	GO:0016301;GO:0034641;GO:0043167;GO:0044281
LOC111125076	GO:0005575
LOC111125077	unknown
LOC111125078	unknown
LOC111125079	GO:0003924;GO:0043167
LOC111125081	GO:0005575;GO:0006464;GO:0009058;GO:0016757
LOC111125081	GO:0005575;GO:0006464;GO:0009058;GO:0016757
LOC111125083	GO:0006629;GO:0009056;GO:0030234;GO:0034641
LOC111125084	GO:0006464;GO:0016301;GO:0043167
LOC111125084	GO:0006464;GO:0016301;GO:0043167
LOC111125084	GO:0006464;GO:0016301;GO:0043167
LOC111125084	GO:0006464;GO:0016301;GO:0043167
LOC111125088	GO:0008219
LOC111125089	GO:0005575;GO:0022857
LOC111125089	GO:0005575;GO:0022857
LOC111125089	GO:0005575;GO:0022857
LOC111125089	GO:0005575;GO:0022857
LOC111125089	GO:0005575;GO:0022857
LOC111125091	unknown
LOC111125091	unknown
LOC111125091	unknown
LOC111125091	unknown
LOC111125091	unknown
LOC111125092	unknown
LOC111125093	GO:0009058;GO:0034641;GO:0043167
LOC111125094	GO:0003674
LOC111125094	unknown
LOC111125095	unknown
LOC111125096	unknown
LOC111125097	GO:0005975;GO:0016798
LOC111125099	GO:0003674;GO:0005737
LOC111125100	GO:0009058;GO:0016301;GO:0044281
LOC111125101	GO:0043167
LOC111125101	GO:0043167
LOC111125102	unknown
LOC111125102	unknown
LOC111125102	unknown
LOC111125103	unknown
LOC111125104	GO:0043167
LOC111125105	GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0019899;GO:0043167
LOC111125107	GO:0007059;GO:0051276;GO:0140014
LOC111125109	GO:0043167
LOC111125111	unknown
LOC111125112	GO:0016746
LOC111125113	GO:0005737;GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167
LOC111125114	unknown
LOC111125115	GO:0003674
LOC111125117	GO:0003674
LOC111125118	GO:0003674
LOC111125119	GO:0006464;GO:0007165;GO:0016301;GO:0043167
LOC111125119	GO:0006464;GO:0007165;GO:0016301;GO:0043167
LOC111125119	GO:0006464;GO:0007165;GO:0016301;GO:0043167
LOC111125122	unknown
LOC111125122	unknown
LOC111125122	unknown
LOC111125122	unknown
LOC111125123	GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0034641;GO:0043167
LOC111125123	GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0034641;GO:0043167
LOC111125123	GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0034641;GO:0043167
LOC111125123	GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0034641;GO:0043167
LOC111125123	GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0034641;GO:0043167
LOC111125123	GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0034641;GO:0043167
LOC111125129	GO:0003677;GO:0006259;GO:0016853;GO:0016887;GO:0043167;GO:0051276
LOC111125130	GO:0003674
LOC111125130	GO:0003674
LOC111125131	GO:0005575;GO:0016192
LOC111125131	GO:0005575;GO:0016192
LOC111125132	GO:0003674
LOC111125132	GO:0003674
LOC111125134	GO:0006464;GO:0016301;GO:0043167
LOC111125134	GO:0006464;GO:0016301;GO:0043167
LOC111125134	GO:0006464;GO:0016301;GO:0043167
LOC111125134	GO:0006464;GO:0016301;GO:0043167
LOC111125134	GO:0006464;GO:0016301;GO:0043167
LOC111125134	GO:0006464;GO:0016301;GO:0043167
LOC111125134	GO:0006464;GO:0016301;GO:0043167
LOC111125136	GO:0003674
LOC111125137	GO:0003700;GO:0005622;GO:0007165;GO:0009058;GO:0032991;GO:0034641
LOC111125138	GO:0005730
LOC111125139	GO:0003674;GO:0005975
LOC111125142	unknown
LOC111125144	GO:0003924;GO:0043167
LOC111125144	GO:0003924;GO:0043167
LOC111125145	unknown
LOC111125146	unknown
LOC111125148	GO:0006520;GO:0016829;GO:0043167
LOC111125148	GO:0006520;GO:0016829;GO:0043167
LOC111125149	GO:0005575;GO:0016887;GO:0022857;GO:0043167
LOC111125149	GO:0005575;GO:0016887;GO:0022857;GO:0043167
LOC111125150	GO:0008233
LOC111125152	GO:0008233
LOC111125152	GO:0008233
LOC111125152	GO:0008233
LOC111125154	unknown
LOC111125154	unknown
LOC111125154	unknown
LOC111125154	unknown
LOC111125156	GO:0008233
LOC111125156	GO:0008233
LOC111125160	GO:0003674
LOC111125160	GO:0003674
LOC111125161	GO:0005575;GO:0007155
LOC111125163	GO:0007155;GO:0043167
LOC111125164	unknown
LOC111125165	unknown
LOC111125165	unknown
LOC111125166	unknown
LOC111125179	unknown
LOC111125179	unknown
LOC111125181	unknown
LOC111125184	unknown
LOC111125186	GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167
LOC111125188	GO:0005575;GO:0016887;GO:0022857;GO:0043167
LOC111125189	unknown
LOC111125191	GO:0003677;GO:0009058;GO:0034641
LOC111125194	GO:0016301;GO:0034641;GO:0044281
LOC111125194	unknown
LOC111125194	GO:0016301;GO:0034641;GO:0044281
LOC111125194	unknown
LOC111125196	GO:0003674
LOC111125196	GO:0003674
LOC111125197	GO:0008233
LOC111125198	GO:0005575;GO:0007010;GO:0008092;GO:0048856
LOC111125202	GO:0003674;GO:0006629;GO:0006790;GO:0009058;GO:0044281;GO:0051186
LOC111125203	GO:0005575;GO:0022857
LOC111125205	GO:0016192
LOC111125205	GO:0016192
LOC111125205	GO:0016192
LOC111125206	GO:0006464;GO:0008233;GO:0009056
LOC111125206	GO:0006464;GO:0008233;GO:0009056
LOC111125206	GO:0006464;GO:0008233;GO:0009056
LOC111125207	unknown
LOC111125208	GO:0016757
LOC111125208	GO:0016757
LOC111125208	GO:0016757
LOC111125208	GO:0016757
LOC111125208	GO:0016757
LOC111125208	GO:0016757
LOC111125209	GO:0005886;GO:0007155;GO:0043167
LOC111125210	GO:0003674
LOC111125211	GO:0003674
LOC111125211	GO:0003674
LOC111125212	unknown
LOC111125212	unknown
LOC111125212	unknown
LOC111125212	unknown
LOC111125212	unknown
LOC111125213	unknown
LOC111125214	GO:0003674
LOC111125214	GO:0003674
LOC111125215	GO:0005975;GO:0016798
LOC111125216	GO:0003674;GO:0005975
LOC111125217	GO:0005975;GO:0016798
LOC111125218	GO:0016491
LOC111125223	GO:0005575;GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0043167
LOC111125224	unknown
LOC111125224	unknown
LOC111125224	unknown
LOC111125224	unknown
LOC111125224	unknown
LOC111125224	unknown
LOC111125224	unknown
LOC111125224	unknown
LOC111125224	unknown
LOC111125225	GO:0007165
LOC111125226	unknown
LOC111125227	GO:0005575
LOC111125229	GO:0003674
LOC111125230	unknown
LOC111125231	GO:0003674;GO:0006464
LOC111125234	unknown
LOC111125234	unknown
LOC111125236	GO:0043167
LOC111125238	unknown
LOC111125238	unknown
LOC111125238	unknown
LOC111125238	unknown
LOC111125238	unknown
LOC111125238	unknown
LOC111125239	GO:0005575
LOC111125240	GO:0003735;GO:0005840;GO:0006412;GO:0042254
LOC111125240	GO:0003735;GO:0005840;GO:0006412;GO:0042254
LOC111125240	GO:0003735;GO:0005840;GO:0006412;GO:0042254
LOC111125241	GO:0004518
LOC111125242	GO:0005575;GO:0006464;GO:0009058;GO:0016757
LOC111125242	GO:0005575;GO:0006464;GO:0009058;GO:0016757
LOC111125242	GO:0005575;GO:0006464;GO:0009058;GO:0016757
LOC111125242	GO:0005575;GO:0006464;GO:0009058;GO:0016757
LOC111125243	GO:0005886;GO:0007155;GO:0043167
LOC111125243	GO:0005886;GO:0007155;GO:0043167
LOC111125243	GO:0005886;GO:0007155;GO:0043167
LOC111125243	GO:0005886;GO:0007155;GO:0043167
LOC111125244	unknown
LOC111125245	unknown
LOC111125246	unknown
LOC111125246	unknown
LOC111125247	unknown
LOC111125249	unknown
LOC111125249	unknown
LOC111125255	unknown
LOC111125255	unknown
LOC111125255	unknown
LOC111125255	unknown
LOC111125256	GO:0003677
LOC111125262	GO:0043167
LOC111125263	unknown
LOC111125263	unknown
LOC111125264	unknown
LOC111125266	unknown
LOC111125267	GO:0003677;GO:0009058;GO:0034641
LOC111125268	unknown
LOC111125268	unknown
LOC111125268	unknown
LOC111125273	GO:0006464;GO:0043167
LOC111125273	GO:0006464;GO:0043167
LOC111125274	GO:0003674
LOC111125275	GO:0005575;GO:0043167
LOC111125276	GO:0005575;GO:0022857
LOC111125276	GO:0005575;GO:0022857
LOC111125277	GO:0003674
LOC111125277	GO:0003674
LOC111125277	GO:0003674
LOC111125277	GO:0003674
LOC111125277	GO:0003674
LOC111125278	unknown
LOC111125280	GO:0003674
LOC111125281	unknown
LOC111125282	unknown
LOC111125285	unknown
LOC111125286	unknown
LOC111125286	unknown
LOC111125286	unknown
LOC111125287	unknown
LOC111125288	GO:0043167
LOC111125289	GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0034641;GO:0043167
LOC111125291	GO:0000278;GO:0005634;GO:0005694
LOC111125291	GO:0000278;GO:0005634;GO:0005694
LOC111125291	GO:0000278;GO:0005634;GO:0005694
LOC111125293	GO:0005575;GO:0022857
LOC111125293	GO:0005575;GO:0022857
LOC111125294	GO:0043167
LOC111125295	GO:0006520;GO:0009058;GO:0016874;GO:0016887;GO:0034641;GO:0043167
LOC111125296	GO:0005737;GO:0005783;GO:0006810;GO:0032991
LOC111125299	unknown
LOC111125301	unknown
LOC111125302	GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641;GO:0043167
LOC111125303	GO:0003674;GO:0006629;GO:0009056;GO:0044281
LOC111125304	GO:0003674;GO:0009058;GO:0034641
LOC111125305	GO:0003674
LOC111125307	GO:0003674
LOC111125307	GO:0003674
LOC111125308	GO:0003674
LOC111125308	GO:0003674
LOC111125308	GO:0003674
LOC111125308	GO:0003674
LOC111125309	unknown
LOC111125310	GO:0003674
LOC111125310	GO:0003674
LOC111125311	unknown
LOC111125311	unknown
LOC111125312	GO:0008219
LOC111125313	unknown
LOC111125313	unknown
LOC111125313	unknown
LOC111125314	GO:0008219
LOC111125315	unknown
LOC111125316	unknown
LOC111125317	unknown
LOC111125317	unknown
LOC111125317	unknown
LOC111125318	unknown
LOC111125319	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125320	GO:0003674
LOC111125322	GO:0003674
LOC111125323	unknown
LOC111125323	unknown
LOC111125324	unknown
LOC111125327	GO:0003674
LOC111125328	GO:0016491;GO:0043167
LOC111125329	GO:0016491;GO:0043167
LOC111125329	GO:0016491;GO:0043167
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125330	unknown
LOC111125331	GO:0003674
LOC111125332	GO:0003674
LOC111125333	GO:0005737;GO:0005856;GO:0008092;GO:0030154;GO:0032991;GO:0048856
LOC111125334	unknown
LOC111125337	GO:0005794;GO:0016192;GO:0031410;GO:0032991
LOC111125338	GO:0005575;GO:0022857
LOC111125338	GO:0005575;GO:0022857
LOC111125338	GO:0005575;GO:0022857
LOC111125338	GO:0005575;GO:0022857
LOC111125338	GO:0005575;GO:0022857
LOC111125338	GO:0005575;GO:0022857
LOC111125338	GO:0005575;GO:0022857
LOC111125338	GO:0005575;GO:0022857
LOC111125338	GO:0005575;GO:0022857
LOC111125338	GO:0005575;GO:0022857
LOC111125338	GO:0005575;GO:0022857
LOC111125339	GO:0005739;GO:0006605;GO:0007005;GO:0008565;GO:0022857
LOC111125340	GO:0016757
LOC111125341	GO:0016757
LOC111125342	GO:0016757
LOC111125343	unknown
LOC111125344	GO:0043167
LOC111125344	GO:0043167
LOC111125344	GO:0043167
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125347	unknown
LOC111125348	unknown
LOC111125349	GO:0005886;GO:0007155;GO:0043167
LOC111125350	GO:0005575;GO:0022857
LOC111125351	unknown
LOC111125351	unknown
LOC111125352	unknown
LOC111125353	unknown
LOC111125356	GO:0003924;GO:0043167
LOC111125356	GO:0003924;GO:0043167
LOC111125357	GO:0005509;GO:0005886;GO:0007156
LOC111125358	GO:0005886;GO:0007155;GO:0043167
LOC111125359	unknown
LOC111125360	unknown
LOC111125362	GO:0006464;GO:0016301;GO:0043167
LOC111125362	GO:0006464;GO:0016301;GO:0043167
LOC111125363	GO:0007010;GO:0007049;GO:0022607
LOC111125363	GO:0007010;GO:0007049;GO:0022607
LOC111125363	GO:0007010;GO:0007049;GO:0022607
LOC111125363	GO:0007010;GO:0007049;GO:0022607
LOC111125363	GO:0007010;GO:0007049;GO:0022607
LOC111125365	unknown
LOC111125365	unknown
LOC111125365	unknown
LOC111125365	unknown
LOC111125365	unknown
LOC111125367	GO:0032991;GO:0042254
LOC111125368	GO:0003674;GO:0005654;GO:0009058;GO:0032991;GO:0034641
LOC111125369	GO:0003674
LOC111125370	unknown
LOC111125372	unknown
LOC111125372	unknown
LOC111125372	unknown
LOC111125372	unknown
LOC111125374	unknown
LOC111125375	unknown
LOC111125375	unknown
LOC111125375	unknown
LOC111125375	unknown
LOC111125375	unknown
LOC111125375	unknown
LOC111125375	unknown
LOC111125375	unknown
LOC111125375	unknown
LOC111125377	GO:0016757
LOC111125378	GO:0008150;GO:0043167
LOC111125378	GO:0008150;GO:0043167
LOC111125379	unknown
LOC111125380	GO:0008168
LOC111125381	unknown
LOC111125382	unknown
LOC111125383	GO:0003674;GO:0005575;GO:0007165
LOC111125384	unknown
LOC111125385	GO:0016746
LOC111125386	GO:0005737;GO:0005783;GO:0006810
LOC111125388	unknown
LOC111125388	GO:0005739;GO:0007005;GO:0009056
LOC111125389	unknown
LOC111125389	unknown
LOC111125390	GO:0005575;GO:0022857
LOC111125391	GO:0003674;GO:0005575;GO:0008150
LOC111125391	GO:0003674;GO:0005575;GO:0008150
LOC111125391	GO:0003674;GO:0005575;GO:0008150
LOC111125391	GO:0003674;GO:0005575;GO:0008150
LOC111125391	GO:0003674;GO:0005575;GO:0008150
LOC111125391	GO:0003674;GO:0005575;GO:0008150
LOC111125391	GO:0003674;GO:0005575;GO:0008150
LOC111125391	GO:0003674;GO:0005575;GO:0008150
LOC111125395	unknown
LOC111125396	GO:0005783;GO:0006464;GO:0006520;GO:0016491
LOC111125397	unknown
LOC111125402	unknown
LOC111125403	GO:0003674;GO:0005575;GO:0007165
LOC111125403	GO:0003674;GO:0005575;GO:0007165
LOC111125403	GO:0003674;GO:0005575;GO:0007165
LOC111125403	GO:0003674;GO:0005575;GO:0007165
LOC111125405	GO:0005886;GO:0007155;GO:0043167
LOC111125405	GO:0005886;GO:0007155;GO:0043167
LOC111125405	GO:0005886;GO:0007155;GO:0043167
LOC111125406	GO:0005886;GO:0007155;GO:0043167
LOC111125406	GO:0005886;GO:0007155;GO:0043167
LOC111125406	GO:0005886;GO:0007155;GO:0043167
LOC111125406	GO:0005886;GO:0007155;GO:0043167
LOC111125406	GO:0005886;GO:0007155;GO:0043167
LOC111125407	GO:0005886;GO:0007155;GO:0043167
LOC111125407	GO:0005886;GO:0007155;GO:0043167
LOC111125407	GO:0005886;GO:0007155;GO:0043167
LOC111125407	GO:0005886;GO:0007155;GO:0043167
LOC111125407	GO:0005886;GO:0007155;GO:0043167
LOC111125407	GO:0005886;GO:0007155;GO:0043167
LOC111125407	GO:0005886;GO:0007155;GO:0043167
LOC111125408	GO:0005886;GO:0007155;GO:0043167
LOC111125409	unknown
LOC111125410	unknown
LOC111125411	GO:0005886;GO:0007155;GO:0043167
LOC111125411	GO:0005886;GO:0007155;GO:0043167
LOC111125412	GO:0005886;GO:0007155;GO:0043167
LOC111125413	GO:0005730;GO:0043167
LOC111125416	GO:0003674
LOC111125418	GO:0005764
LOC111125420	unknown
LOC111125421	GO:0043167
LOC111125425	unknown
LOC111125426	unknown
LOC111125427	GO:0003924;GO:0005768;GO:0005794;GO:0006950;GO:0016192;GO:0043167
LOC111125429	unknown
LOC111125429	unknown
LOC111125429	unknown
LOC111125429	unknown
LOC111125429	unknown
LOC111125430	unknown
LOC111125433	GO:0003674
LOC111125433	GO:0003674
LOC111125433	GO:0003674
LOC111125433	GO:0003674
LOC111125435	unknown
LOC111125436	GO:0043167
LOC111125436	GO:0043167
LOC111125436	GO:0043167
LOC111125437	GO:0003674
LOC111125437	unknown
LOC111125437	GO:0003674
LOC111125437	unknown
LOC111125437	GO:0003674
LOC111125437	unknown
LOC111125437	GO:0003674
LOC111125438	GO:0006464;GO:0043167
LOC111125439	GO:0043167
LOC111125440	GO:0005975;GO:0016757
LOC111125441	GO:0003674
LOC111125441	GO:0003674
LOC111125441	GO:0003674
LOC111125441	GO:0003674
LOC111125441	GO:0003674
LOC111125442	GO:0006464;GO:0006520;GO:0006629;GO:0016791;GO:0043167
LOC111125443	GO:0005575;GO:0016757
LOC111125443	GO:0005575;GO:0016757
LOC111125443	GO:0005575;GO:0016757
LOC111125443	GO:0005575;GO:0016757
LOC111125443	GO:0005575;GO:0016757
LOC111125443	GO:0005575;GO:0016757
LOC111125444	GO:0005575;GO:0007155;GO:0007165;GO:0043167
LOC111125445	GO:0005575;GO:0022857
LOC111125445	GO:0005575;GO:0022857
LOC111125446	GO:0016491;GO:0042592
LOC111125447	unknown
LOC111125448	GO:0016757
LOC111125448	GO:0016757
LOC111125449	GO:0016757
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125450	GO:0005575
LOC111125451	GO:0005575;GO:0007155;GO:0007165;GO:0043167
LOC111125451	GO:0005575;GO:0007155;GO:0007165;GO:0043167
LOC111125452	GO:0030234
LOC111125452	GO:0030234
LOC111125453	GO:0005739;GO:0007005;GO:0009056
LOC111125453	GO:0005739;GO:0007005;GO:0009056
LOC111125454	unknown
LOC111125455	GO:0043167
LOC111125457	GO:0007165;GO:0030234
LOC111125458	GO:0007155
LOC111125459	GO:0005783;GO:0006457;GO:0043167;GO:0051082
LOC111125465	unknown
LOC111125466	unknown
LOC111125468	GO:0005634;GO:0007059;GO:0051276;GO:0140014
LOC111125471	GO:0005929
LOC111125472	GO:0002376;GO:0006950;GO:0043167
LOC111125474	GO:0043167
LOC111125475	GO:0005975;GO:0016853
LOC111125476	unknown
LOC111125476	unknown
LOC111125477	unknown
LOC111125478	GO:0006464;GO:0016301;GO:0043167
LOC111125478	GO:0006464;GO:0016301;GO:0043167
