LOC111101457	GO:0006259;GO:0006950;GO:0016491
MSTRG.71407	unknown
MSTRG.31676	unknown
MSTRG.58728	unknown
MSTRG.74201	unknown
MSTRG.47860	unknown
MSTRG.31232	unknown
MSTRG.48775	unknown
MSTRG.47815	unknown
MSTRG.892	unknown
MSTRG.63739	unknown
LOC111134365	GO:0003674
LOC111105615	GO:0016746
LOC111134843	GO:0005856;GO:0008150;GO:0032991;GO:0043167
MSTRG.14585	unknown
MSTRG.47689	unknown
MSTRG.23136	unknown
MSTRG.7544	unknown
MSTRG.28760	unknown
MSTRG.41647	unknown
MSTRG.2787	unknown
MSTRG.40074	unknown
LOC111137229	unknown
MSTRG.42451	unknown
MSTRG.68011	unknown
MSTRG.28221	unknown
MSTRG.23963	unknown
LOC111131623	unknown
LOC111112664	unknown
MSTRG.62496	unknown
LOC111113248	GO:0030234;GO:0034655
LOC111136647	unknown;GO:0043167
MSTRG.1475	unknown
LOC111126473	GO:0003677;GO:0009058;GO:0034641
MSTRG.69221	unknown
MSTRG.3518	unknown
LOC111129076	unknown;GO:0005575;GO:0022857
MSTRG.62320	unknown
MSTRG.55225	unknown
MSTRG.80904	unknown
MSTRG.80726	unknown
MSTRG.22912	unknown
MSTRG.60059	unknown
MSTRG.37647	unknown
LOC111103948	GO:0043167
MSTRG.40421	unknown
MSTRG.30551	unknown
LOC111133940	unknown
LOC111113377	GO:0003674
LOC111105688	GO:0006464;GO:0016301;GO:0043167
MSTRG.5176	unknown
MSTRG.12283	unknown
MSTRG.12564	unknown
LOC111100408	unknown
LOC111106616	unknown
MSTRG.50395	unknown
MSTRG.56922	unknown
LOC111125446	GO:0016491;GO:0042592
MSTRG.71357	unknown
MSTRG.59548	unknown
MSTRG.18630	unknown
LOC111119112	unknown
MSTRG.3945	unknown
MSTRG.35838	unknown
MSTRG.27079	unknown
LOC111117889	unknown
MSTRG.63995	unknown
MSTRG.10016	unknown
MSTRG.82828	unknown
MSTRG.36109	unknown
LOC111134856	unknown
MSTRG.73233	unknown
MSTRG.65590	unknown
MSTRG.78116	unknown
MSTRG.47821	unknown
MSTRG.5409	unknown
MSTRG.39513	unknown
MSTRG.23430	unknown
MSTRG.82723	unknown
MSTRG.47702	unknown
LOC111106184	GO:0002376;GO:0003674;GO:0005575;GO:0007165;GO:0008219
MSTRG.60903	unknown
MSTRG.18876	unknown
MSTRG.77764	unknown
MSTRG.28130	unknown
LOC111125093	GO:0009058;GO:0034641;GO:0043167
MSTRG.69075	unknown
MSTRG.2855	unknown
MSTRG.4288	unknown
LOC111116745	unknown
LOC111136922	unknown
LOC111102366	unknown
LOC111115492	GO:0003674;GO:0005575;GO:0007165
MSTRG.339	unknown
MSTRG.57727	unknown
LOC111111978	unknown
LOC111106598	GO:0002376;GO:0003677;GO:0005739;GO:0006259;GO:0006950
MSTRG.20505	unknown
LOC111126711	GO:0008219;GO:0008233
MSTRG.78352	unknown
MSTRG.65977	unknown
