"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.61194|LOC111108586",1.30523530743849,-0.754993903815163,2.58266467831618,-0.292331370059003,0.770033275979019,1
"MSTRG.22578|LOC111123850",6.04854087935879,0.978851881143189,1.50419081093901,0.650749807820011,0.515208005262331,1
"MSTRG.9735|LOC111119799",35.4774411618856,0.163175836167212,0.413260650488505,0.394849681367743,0.6929538272596,1
"MSTRG.66819|LOC111108596",1.14418206481288,0,4.65585033560182,0,1,1
"MSTRG.39169|LOC111134853",1.55539684530693,-0.390996012672429,1.30010632183758,-0.300741567135672,0.763611569249526,1
"MSTRG.58116",2.65754312228327,2.38603442941794,1.303898161446,1.82992391581554,0.0672613166915184,0.862727816266074
"MSTRG.58115",4.97541568282785,-0.475251026061931,1.32071501468019,-0.359843736748169,NA,NA
"MSTRG.58114",1.98851491464763,4.42724363549969,3.93401945398228,1.12537410841173,0.260430537962116,1
"MSTRG.73495",2.22315424669335,1.88642866729839,2.26242902166763,0.833806784315344,0.404389871681983,1
"MSTRG.58119",4.82718836817262,1.13427560934658,0.911413613644336,1.24452344398403,0.213306976495309,1
"MSTRG.58118",0.683092396984201,0,4.65585033580944,0,1,1
"MSTRG.53045",2.87330425972295,0.544642435139453,1.09598487772342,0.496943385086467,0.619228975846211,1
"MSTRG.25086|LOC111125093",2.91979622622098,-0.534173580207509,0.82056393089793,-0.650983500606676,0.515057137709168,1
"MSTRG.73496",85.9668731161091,0.145365731913112,0.654492279256199,0.222104578648832,0.824232473630093,1
"MSTRG.24540|LOC111126079",13.7891894904959,-1.07565174017869,1.07183436491087,-1.00356153468557,0.315590002884644,1
"MSTRG.72200|LOC111115470",1.41101928990411,3.75040042652278,4.62536550151234,0.81083331150728,0.417461401781382,1
"MSTRG.2686|LOC111116974",246.980342871492,-0.10477325198073,0.981028566964737,-0.106799389445808,0.914948131857618,1
"MSTRG.47090|LOC111135972",2.57187184277142,-4.20401402425292,2.69636810766363,-1.55913950039101,0.118963366323447,0.99183278775219
"MSTRG.43178",343.266598341259,-0.2091699375105,0.558210148155869,-0.374715397420711,0.707872139784678,1
"MSTRG.19848",64.9771097037597,0.474787016257059,0.472463651643256,1.00491755208199,0.314936551972197,1
"MSTRG.43175",2.21810593120166,-0.322632711477848,1.24346063093703,-0.2594635515197,0.795277600950137,1
"MSTRG.19847",101.498684965398,0.400193257498112,0.315643365122699,1.26786526098068,0.204846071714003,1
"MSTRG.9946|LOC111119859",0.695908488651991,1.79039780236171,4.64422148838111,0.385510856198594,0.699858964796075,1
"MSTRG.61446|LOC111110274",11.9760599746464,4.07557351826369,3.77652658275069,1.07918570913254,0.280504949051025,1
"MSTRG.19843",240.83657662009,-0.0818177183897159,0.302743897404467,-0.270253898067538,0.786964930088336,1
"MSTRG.19840",1.67168443778342,-0.357587539380524,2.86908055117855,-0.124634890168432,0.900812605391772,1
"MSTRG.43172",32.976794494076,-0.338300143928572,0.657626974180584,-0.514425589598269,0.606954472067933,1
"MSTRG.63021|LOC111106249",14.4860028842576,-0.156423197986713,1.74871869294894,-0.0894501777887042,0.928724147151357,1
"MSTRG.10522",91.5243927553539,-1.02611230622953,0.583060272175162,-1.75987347311715,0.0784292619412102,0.894774369332836
"MSTRG.37300",4.03005175529968,2.89606246979587,2.92292222747373,0.99081064921078,0.321778048327964,1
"MSTRG.37303",408.724275760421,-0.456343776915541,0.263843934403849,-1.72959737712615,0.0837022349988733,0.910927622480774
"MSTRG.37302",260.774189480565,-0.190641382490756,0.332385221284129,-0.573555532205184,0.566268610354226,1
"MSTRG.2563|LOC111136067",3.72554413302516,0.775609116392842,1.42133016943504,0.545692431689631,0.585277375208439,1
"MSTRG.37307",338.725907888556,0.262876124214905,0.185840726303774,1.41452376690139,0.157208174135666,1
