"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"MSTRG.22578|LOC111123850",6.04854087935879,0.0468079787340656,0.410211378408157,0.19711299069942,0.931446322773647
"MSTRG.9735|LOC111119799",35.4774411618856,-0.0115238180535811,0.152120415715417,0.734268723236342,1
"MSTRG.39169|LOC111134853",1.55539684530693,-0.00500303608660019,0.215375570841504,0.830129161821374,1
"MSTRG.58116",2.65754312228327,0.0303319599343003,0.289615874530458,0.294229091425869,0.987809531903902
"MSTRG.58115",4.97541568282785,-0.132770883559705,0.721261226736662,NA,NA
"MSTRG.58114",1.98851491464763,0.149618078515305,1.30583141246676,0.123939059948906,0.843234362000632
"MSTRG.73495",2.22315424669335,0.01180060589436,0.341696137710186,0.692018271080193,1
"MSTRG.58119",4.82718836817262,0.0380044419134149,0.270877927703008,0.208422893676091,0.939236249521363
"MSTRG.53045",2.87330425972295,-0.000276343872706003,0.201805029120322,0.990380684329568,1
"MSTRG.25086|LOC111125093",2.91979622622098,-0.00998750358994114,0.182127710911253,0.67893968023207,1
"MSTRG.73496",85.9668731161091,-0.0169586497733183,0.17516593936884,0.520040457461937,1
"MSTRG.24540|LOC111126079",13.7891894904959,0.00669139349106609,0.206316546578352,0.773510549953532,1
"MSTRG.72200|LOC111115470",1.41101928990411,0.0283645250840789,0.700092082996972,0.605593093121645,1
"MSTRG.2686|LOC111116974",246.980342871492,0.0137448455671733,0.207670700772766,0.569107949497056,1
"MSTRG.47090|LOC111135972",2.57187184277142,-0.0032542022625394,0.378611689090354,0.919767153514958,1
"MSTRG.43178",343.266598341259,-0.00755994109892098,0.160324099393987,0.785593439390258,1
"MSTRG.19848",64.9771097037597,-0.0164539168837788,0.157475253838196,0.596182945670559,1
"MSTRG.43175",2.21810593120166,-0.0492651239066481,0.383665985311535,0.169123854260867,0.906369866706564
"MSTRG.19847",101.498684965398,0.052930448550942,0.155129811260862,0.214539468348328,0.945734214882293
"MSTRG.61446|LOC111110274",11.9760599746464,26.2230383426537,4.96592593210271,1.94792442766408e-08,1.59552774546686e-05
"MSTRG.19843",240.83657662009,0.0228305108677092,0.146299775375397,0.593131455093229,1
"MSTRG.19840",1.67168443778342,-0.0200637422057692,0.453185797551849,0.586557629738422,1
"MSTRG.43172",32.976794494076,0.00504968225844255,0.166232244133718,0.84319830736533,1
"MSTRG.63021|LOC111106249",14.4860028842576,0.13441434982431,0.836993119106057,0.0595108063923169,0.673509551269161
"MSTRG.10522",91.5243927553539,-0.0149223333718039,0.165911553024954,0.587568349639228,1
"MSTRG.37300",4.03005175529968,0.0163023093429595,0.435921587664969,0.649500227608409,1
"MSTRG.37303",408.724275760421,-0.036643077495207,0.144345411498935,0.439348858341249,1
"MSTRG.37302",260.774189480565,-0.0529448052742352,0.158312306319346,0.200318997796582,0.934437527516027
"MSTRG.2563|LOC111136067",3.72554413302516,-0.0228051953634961,0.29916668798233,0.416996120554672,1
"MSTRG.37307",338.725907888556,-0.00697320367675536,0.133669813454415,0.905431886497813,1
"MSTRG.37308",406.600528921504,-0.0440645270334867,0.151213080047721,0.299306630200622,0.989835051867493
"MSTRG.10528",83.1959173873029,0.0159408083740938,0.209580492223442,0.515846771250369,1
"MSTRG.23480|LOC111125720",14.0386292060913,0.0158489162151467,0.177429578626428,0.539110408774578,1
"MSTRG.10593|LOC111120529",4.48284631111204,-0.0127151224131547,0.219622216571023,0.598041284862185,1
"MSTRG.21410|LOC111123598",2.67737109449329,0.0198441409679746,0.318014200968486,0.489248350216104,1
"MSTRG.5151|LOC111133529",38.9648978351402,-0.0176730909687292,0.154763919655397,0.592434521980617,1
"MSTRG.54609",3488.45716572959,-0.0080540460038283,0.218781003680653,0.732977854125682,1
"MSTRG.143|LOC111104259",15.4962361563662,-0.145662289966741,0.666724757776206,0.0340470282384072,0.553400799909373
"MSTRG.80655",2.69898506766905,-0.0100721343741556,0.195560072906299,0.66998011319926,1
"MSTRG.5661",1877.87992783105,-0.0582996114242204,0.142097181191312,0.274478425386011,0.978911431122413
"MSTRG.47894|LOC111100821",1.59273597361114,-0.000977604218665053,0.617163278273213,0.98447283000568,1
"MSTRG.75285",381.016396485202,0.0608209151425726,0.159315014512993,0.159803403770581,0.896447118730133
"MSTRG.5664",75.2009938594562,0.0279938686997472,0.196556638113843,0.314686935144491,0.994849987710851
"MSTRG.5666",15.5734781122754,0.0124602913182178,0.244633746500751,0.615658534929444,1
"MSTRG.5669",6.57171737601381,0.0199119937789744,0.462694679017219,0.596094482598535,1
"MSTRG.64175|LOC111106363",3.44537221471097,0.00247155934597402,0.193274110244335,0.914259715423257,1
"MSTRG.31443|LOC111128777",64.6324416773414,0.0143615183380179,0.22781899298923,0.557955093177152,1
"MSTRG.30692|LOC111128796",4.46009236432657,0,0.619138745722905,1,1
"MSTRG.80597|LOC111117055",1.84453228937493,-0.00356553132939046,0.306387696055243,0.897441187197628,1
"MSTRG.58111",466.779596424547,-0.0413062461426321,0.146079961211689,0.371988140750871,1
"MSTRG.10609|LOC111120558",5.99702897798946,-0.0431139203166027,0.486345491458141,0.271610378739135,0.978401262332092
"MSTRG.81500|LOC111117203",9.12205810656713,0.401095737776923,2.43332176374257,0.0450224057430189,0.609058026685314
"MSTRG.74627",675.485856650444,0.024632369617643,0.130494870292408,0.691871455369779,1
"MSTRG.3848",6.16318615067074,-0.109229507778949,0.608963007532628,0.0574402831616409,0.666021894251651
"MSTRG.74624",51.2237676010975,-0.0217600548367178,0.159523660973002,0.489943879513525,1
"MSTRG.74622",2.31831361185402,-0.0678671120633463,0.781145767850894,0.243828758295675,0.963917556074903
"MSTRG.74621",287.874276937933,0.0766504280179261,0.147450406013306,0.145750886902428,0.877340285122292
"MSTRG.3842",10.6468819528698,0.0361700731176874,0.383781976308325,0.279840302799794,0.980631499488872
"MSTRG.3840",1123.29569055801,-0.0261458056456573,0.123045581403428,0.697345008889888,1
"MSTRG.3846",18.4166673749468,0.0959254907587363,0.511019973519843,0.0604832772375506,0.678309674980287
"MSTRG.3847",2735.63307679498,0.0024969302850625,0.125977562330551,0.969435019212515,1
"MSTRG.74629",2177.04120492868,-0.00817725965795969,0.131490981782568,0.89313117607656,1
"MSTRG.74628",0.955436023083154,0.00566746511386979,0.593809190157356,0.906674693337217,1
"MSTRG.14735|LOC111121607",2.73939579033596,0.00819142775985691,0.256813418975679,0.743829989843733,1
"MSTRG.73938",5.80815564052487,-0.0154116966588013,0.391032891030539,0.639111111217239,1
"MSTRG.73932",0.987218456933777,0.0323866642983388,0.720505978861077,0.563783684392625,1
"MSTRG.18714",44.0902511444316,-0.00444229024475811,0.333289929440071,0.879527107451312,1
"MSTRG.73930",906.733455831722,0.0174844066452978,0.148298919739516,0.656257487490638,1
"MSTRG.73931",1.81991763474533,0.0331084028545125,0.445732517616846,0.361857820510878,1
"MSTRG.18711",5.17536630877957,-0.0518566414620902,0.549423701888664,0.231785924693496,0.956882869559509
"MSTRG.73934",4.18575643136677,-0.0057533734049765,0.222618962114547,0.807147064851297,1
"MSTRG.73935",109.398118135547,-0.0242478501706774,0.228011485920774,0.357581758340772,1
"MSTRG.45982|LOC111138336",2.49002661441777,-0.023798598402311,0.217588979200199,0.364327702165419,1
"MSTRG.61617|LOC111107783",1.25744742660591,0.0230876951838379,0.518127598631594,0.576781292884879,1
"MSTRG.74889|LOC111115979",6.20287231976122,-0.000683841743916395,0.231898771695495,0.977055153545159,1
"MSTRG.37485|LOC111135126",33.1874946148027,-0.026169181004109,0.222190460057693,0.328986429286,1
"MSTRG.83302",2.76059661519233,-0.0124024625926459,0.427635754311442,0.726600385590608,1
"MSTRG.6310",11.80668207539,-0.0101423924297423,0.251408881139289,0.684027761198728,1
"MSTRG.6313",2.24199350854883,0.02002385633973,0.31002387444066,0.479514919111944,1
"MSTRG.83306",0.987803770048057,-0.0129821614120583,0.638282794111663,NA,NA
"MSTRG.6317",1.90233854579943,0.0585314618519392,0.431221162514073,0.137962417097008,0.867684394013328
"MSTRG.83305",14.6450075819011,-0.00853043145035385,0.159197861310469,0.764360518591714,1
"MSTRG.6319",2.89188693766673,-0.0450275255507794,0.413455342581877,0.21228320058171,0.942710951666856
"MSTRG.15976|LOC111119224",1.39373960498317,0.00354342606890809,0.441250189266218,0.923215496885956,1
